quarter,beta_mean,beta_p05,beta_p95
2013Q4,0.204659426399948,-1.8703383833623002,2.3339675267290505
2014Q1,0.28810369031392413,-1.9568048154901556,2.6816009081721637
2014Q2,-0.0445397321740798,-2.4216969835911737,2.3585348363717995
2014Q3,-0.09497403218673514,-2.651383349232758,2.522238000783765
2014Q4,-0.24940639090816727,-2.9122372105832204,2.3438684818226907
2015Q3,-0.541564201032186,-3.34384064778229,2.3058439654672656
2015Q4,-0.8069914266665076,-4.050726505840131,2.1631505334676078
2016Q1,-1.0141386980377896,-4.329706253776888,2.0763933582395935
2016Q2,-0.9404526775055693,-4.069655044452356,2.0084419183226667
2016Q3,-0.6403754188046383,-4.0898013285089485,2.62928878946105
2016Q4,-0.4109092369263763,-4.110613927206927,3.1034460951126284
2017Q1,-0.2890972292335522,-3.8254435425482654,3.109328384761533
2017Q2,-0.18182850609461648,-3.975838313189033,3.343113133221704
2017Q3,-0.025143601685697254,-3.867817259709809,3.7729610311564103
2017Q4,0.07616342473462012,-3.7669094153105607,3.8026906016901183
2018Q1,0.20489745182282587,-3.4953275361741114,3.758057152153592
2018Q2,0.3996272668623927,-3.119323791168802,3.9225429424685387
2018Q3,0.15189122558215407,-3.169874196321288,3.5158627052907256
2018Q4,0.24896164494303252,-2.6429024498477682,3.246332925886147
2019Q1,0.5389819666011187,-2.1894906267257044,3.441174956734752
2019Q2,0.68775824582902,-1.8330501565684298,3.411608048880653
2019Q3,0.4521094784177255,-2.0039072727000726,3.0036539883788804
2019Q4,0.3851798426270869,-1.8434628350970625,2.765314864068989
2020Q1,0.25959066433676964,-1.9004295981457868,2.595033811102699
2020Q2,-0.8929227654193704,-2.852737571355292,1.0119827791985927
2020Q3,-0.942411719298375,-3.5044202284418255,1.5939214775960129
2021Q2,-0.928240635121915,-4.018433568539396,2.2474977471874005
2021Q3,-1.0039504018674315,-4.604578527555058,2.8350501038916542
2021Q4,-1.1553220132456223,-5.3397687789579615,3.2113098089755945
2022Q1,-1.2200515242065957,-4.221227168307618,1.7306775360505748
2022Q2,-1.3464690944007964,-4.203665423745113,1.3933909876321837
2022Q3,-1.4199342103038486,-4.091746850834082,1.10092676959748
2022Q4,-1.4440353001875967,-4.2822660152193075,1.272739072468329
2023Q1,-1.728298013425381,-4.900022037504991,1.3782852260927867
2023Q2,-2.009269274616599,-5.403308672756646,1.3014973296354821
2023Q3,-2.198760559647124,-5.887234407048873,1.2962514437816761
2023Q4,-2.2437697069890548,-5.9140496473327095,1.2284863412879974
2024Q1,-2.4088669359145563,-6.279670248940831,1.2389533084003514
2024Q2,-2.4917286378116716,-6.783504699914898,1.433376181753413
2024Q3,-2.6093110960922856,-6.817769911061657,1.3823551077583114
2024Q4,-2.4986285378088597,-6.863360875235527,1.6794763739942806
2025Q1,-2.5592939433998576,-7.489658018394848,2.0274852638653824
2025Q2,-2.5799016237135555,-8.394737233931487,2.9494119162730232
