param,mean,sd,p05,p95
alpha,1.0721799828643264,0.47691700936287895,0.28723819570205755,1.8433735170932632
gamma_Food_CPI_YoY_qavg,-0.2609975575641598,0.5162060570245859,-1.103434768580639,0.5878035923708423
gamma_M2_YoY,-0.09955613860726203,0.5066909570805784,-0.9326023618850636,0.7156906396992558
gamma_PPI_YoY,0.361974972555546,0.5257850953576156,-0.49108713050913355,1.2305078376853238
d_epu_qavg,0.07070381778558242,0.2542903195396522,-0.35415368081743054,0.48185700645441754
d_gpr_qavg,-0.023483011696236143,0.3834870266481532,-0.665147260567317,0.599716789342265
R_var,9.721158094517065,2.2801503156993723,6.625640130426502,13.887308620570803
Q_var,1.0026401355448036,0.8607975744204845,0.275775641716503,2.4997378683085696
