quarter,CPI_YoY,Consumer_Confidence_Index,Ind_Value_Added_YoY,M2_YoY,PPI_YoY,Real_Estate_Climate_Index,CPI_MoM_Idx,CPI_MoM,CPI_Level,CPI_YoY,PPI_MoM_Idx,PPI_MoM,PPI_Level,PPI_YoY_Rate,CPI_QoQ_Ann,CPI_YoY_from_Level,GDP_level,GDP_yoy_pct
2012Q3,100.33333333333333,49.699999999999996,9.1,14.066666666666668,96.70066666666666,94.53333333333335,100.33333333333333,0.3333333333333286,131.50392995659288,1.8332405292282343,96.70066666666666,-3.299333333333332,3340.7094459744017,6.062449516809628,4.071536115762098,1.7993080318878585,140384.0,9.195987912399906
2012Q4,100.26666666666667,50.46666666666667,10.0,13.933333333333332,97.70166666666667,95.28666666666668,100.26666666666667,0.2666666666666657,132.55582884028422,1.9688393710163659,97.70166666666667,-2.298333333333332,3115.564205290982,-15.379646344106364,3.238192255798533,2.409293955455105,154258.0,10.066121870591793
2013Q1,100.39999999999999,50.46666666666667,2.966666666666667,15.6,98.2728,97.74000000000001,100.39999999999999,0.3999999999999962,134.1358956456187,2.343484728606837,98.2728,-1.727200000000001,2956.8919373658105,-21.996252403916486,4.853935471561521,1.9967429780911816,131879.7,10.472827794182326
2013Q2,99.86666666666667,50.5,9.133333333333333,15.300000000000002,97.2734,97.3,99.86666666666667,-0.1333333333333305,133.59774243228847,2.3030395035509077,97.2734,-2.7266,2721.554291672338,-25.652847100021116,-1.5951681187833078,2.6108721199106455,146113.9,9.455829298111018
2013Q3,100.46666666666665,50.800000000000004,10.1,14.466666666666667,98.25330000000001,97.31,100.46666666666665,0.46666666666666384,135.47519685059908,2.7132099780822796,98.25330000000001,-1.7466999999999995,2581.3581044614734,-24.358889077842758,5.740822782423316,3.019884573272469,154972.1,10.391568839753829
2013Q4,100.10000000000001,51.26666666666667,10.0,14.033333333333333,98.57100000000001,96.82333333333332,100.10000000000001,0.09999999999999905,135.8814865595284,2.918296134256804,98.57100000000001,-1.4289999999999974,2472.2676590740043,-21.16782868548944,1.2050059870639895,2.5088732410637693,170694.7,10.65533067977027
2014Q1,100.33333333333333,50.333333333333336,2.9333333333333336,12.866666666666667,98.02663333333334,96.655,100.33333333333333,0.3333333333333333,137.23687041758802,2.240400324693237,98.02663333333334,-1.9733666666666636,2328.7459757570637,-20.93202241324899,4.049995350119828,2.3118157574777642,143539.4,8.841163575591992
2014Q2,99.63333333333333,50.73333333333333,8.9,13.766666666666666,98.48006666666667,95.21666666666665,99.63333333333333,-0.3666666666666695,135.72932710144633,1.9716634613604993,98.48006666666667,-1.5199333333333318,2224.118708671455,-19.538147575347164,-4.322116185856462,1.5955244679663805,159462.4,9.13568113642851
2014Q3,100.26666666666667,51.300000000000004,7.966666666666666,13.066666666666668,98.70926666666666,94.77666666666666,100.26666666666667,0.2666666666666657,136.81747047411187,1.2928559723054844,98.70926666666666,-1.2907333333333308,2139.054373078343,-16.996484383976103,3.2455739918464177,0.9907892032761101,168601.7,8.794873399792614
2014Q4,100.03333333333335,50.4,7.6000000000000005,12.366666666666667,97.24973333333332,94.33,100.03333333333335,0.03333333333333144,136.95346703976313,0.822572043842699,97.24973333333332,-2.7502666666666706,1967.314338009441,-18.996722512626167,0.39819321454070966,0.7889084137779889,184179.4,7.899893786977552
2015Q1,100.33333333333333,49.93333333333334,1.8666666666666665,11.633333333333333,95.44063333333334,93.44,100.33333333333333,0.3333333333333333,138.31763587332213,0.5551360018683985,95.44063333333334,-4.559366666666667,1710.2948120920946,-24.667048938902685,4.0442550622600715,0.787518290416811,154171.4,7.407025527485844
2015Q2,99.86666666666667,50.166666666666664,6.266666666666667,10.9,95.33566666666667,92.54,99.86666666666667,-0.13333333333333522,137.76491860037234,0.9915326684807472,95.33566666666667,-4.664333333333336,1481.9596870971873,-30.87546184853615,-1.5888446881790252,1.499743307063306,171887.0,7.791554623535091
2015Q3,100.3,49.833333333333336,5.933333333333334,13.233333333333334,94.25436666666667,93.29666666666667,100.3,0.29999999999999716,139.00797352737723,1.770206357597622,94.25436666666667,-5.745633333333335,1240.8967126360853,-39.27130068831107,3.6583493854345006,1.6010404560723446,180118.7,6.830891977957521
2015Q4,100.06666666666666,49.699999999999996,5.8999999999999995,13.5,94.09976666666667,93.34333333333332,100.06666666666666,0.06666666666666761,139.28390435482908,1.4990334150190465,94.09976666666667,-5.900233333333337,1033.9540912928649,-45.870854271139116,0.796367265091158,1.7016271040362518,196334.4,6.599543705756461
2016Q1,100.55495670666666,49.53333333333333,2.2666666666666666,13.566666666666668,95.16566666666665,93.92500000000001,100.55495670666666,0.5549567066666677,141.60178490063845,2.2050768679808375,95.16566666666665,-4.834333333333338,891.1092535698181,-47.96518608464501,6.824576992062847,2.374353065377788,165735.3,7.500677817027013
2016Q2,99.74449878,50.06666666666666,6.066666666666666,12.133333333333335,97.0729,96.60666666666667,99.74449878,-0.2555012199999993,140.51873915597895,2.175786354590925,97.0729,-2.927099999999996,815.1121469668071,-46.164096214928804,-3.0244913024668363,1.998927291203123,185002.2,7.630129096441274
2016Q3,100.3090669,50.23333333333333,6.133333333333333,11.033333333333333,99.2,100.43333333333334,100.3090669,0.3090669000000001,141.82420106202193,1.7877464631434952,99.2,-0.8000000000000019,795.6400437431689,-39.50026620605376,3.7682292288176322,2.0259467591548175,194837.5,8.171722314229445
2016Q4,100.08277056333333,51.43333333333334,6.1000000000000005,11.433333333333332,103.33333333333333,100.86666666666667,100.08277056333333,0.0827705633333314,142.17619793327285,2.214752606657385,103.33333333333333,3.3333333333333335,877.5056597232251,-23.487298955765663,0.9964716385287176,2.076545449986522,215617.9,9.821763277347229
2017Q1,100.17124214,51.56666666666666,2.533333333333333,11.0,107.43333333333334,100.88,100.17124214,0.17124213999999918,142.90047798630016,1.4227371750972144,107.43333333333334,7.433333333333333,1088.0745784275703,8.82038467657362,2.053320798016234,0.917144573123152,185274.4,11.789341196474146
2017Q2,99.93472719333333,51.366666666666674,6.866666666666667,9.833333333333334,105.8,101.26,99.93472719333333,-0.06527280666666495,142.62064285312513,1.392893500485859,105.8,5.800000000000002,1288.5616769442247,46.16511752334184,-0.7810029137918395,1.4958173619911364,205665.6,11.169272581623346
2017Q3,100.3537329,51.833333333333336,6.333333333333333,9.1,106.23333333333333,101.42666666666666,100.3537329,0.35373290000000185,144.13878104061726,1.6019860127698478,106.23333333333333,6.233333333333334,1544.7871216856183,81.8751548689696,4.326303870367276,1.6320063580567146,216755.3,11.249271829088347
2017Q4,100.1536751,51.666666666666664,6.166666666666667,8.700000000000001,105.86666666666667,101.61333333333333,100.1536751,0.15367510000000095,144.80392366904513,1.8170528877950343,105.86666666666667,5.86666666666667,1832.768033086511,108.00302336813438,1.8586555353582668,1.8482177565372515,239687.6,11.163126994558436
2018Q1,100.24290101999999,51.03333333333333,2.0,8.533333333333333,103.71153333333332,101.60333333333334,100.24290101999999,0.24290102000000027,145.83944721036582,2.142836280739983,103.71153333333332,3.7115333333333305,2044.4348638356857,95.94644516708324,2.8913152029964806,2.0566545791032453,205735.3,11.043565651811571
2018Q2,99.84968814,51.6,6.6000000000000005,8.200000000000001,104.06666666666666,101.54333333333334,99.84968814,-0.15031186000000218,145.18268545054437,1.758183580499521,104.06666666666666,4.066666666666667,2304.0464396022558,80.52614527871981,-1.7891967184555435,1.796403764676402,228042.4,10.880186088485377
2018Q3,100.55652963333334,51.1,5.966666666666666,8.333333333333334,104.09999999999998,101.95,100.55652963333334,0.5565296333333359,147.61947338083982,2.2208527857922413,104.09999999999998,4.099999999999994,2599.1622922443207,73.04972765988356,6.884641649708367,2.4148201581097872,238796.8,10.168840162155202
2018Q4,99.95414706666668,49.86666666666667,5.666666666666667,8.033333333333333,102.3,101.90333333333332,99.95414706666668,-0.045852933333331215,147.41541628139194,2.13554657938931,102.3,2.300000000000002,2782.2447343318026,57.405623029219775,-0.5517818937254892,1.803468128609187,263435.6,9.907896778973946
2019Q1,100.37556236666667,49.73333333333333,2.8333333333333335,8.333333333333334,100.2,100.675,100.37556236666667,0.37556236666666604,149.07553485665724,1.777310517978507,100.2,0.1999999999999981,2798.9632540693806,41.046324095310446,4.58126533796106,2.218938502710821,221453.9,7.640205642881903
2019Q2,100.00006424333333,49.63333333333333,5.566666666666666,8.5,100.5,100.88666666666666,100.00006424333333,6.424333333162242e-05,149.0756797522059,2.6414000243711953,100.5,0.5,2841.098846896141,28.670018681761377,0.00038878481314341684,2.6814453042939945,246193.9,7.959703984872979
2019Q3,100.66795156666666,49.666666666666664,5.0,8.233333333333333,99.23333333333333,100.97333333333334,100.66795156666666,0.6679515666666637,152.08207169782733,2.8830508457783197,99.23333333333333,-0.7666666666666657,2776.1959666011776,12.114745918188175,8.31407285527872,3.0230417537627785,256023.2,7.213832011149246
2019Q4,100.41560441,49.9,5.933333333333334,8.433333333333332,98.83333333333333,101.14333333333333,100.41560441,0.41560441000000026,153.98302943940456,4.232899933274803,98.83333333333333,-1.1666666666666667,2680.0642957221626,-1.4150629752328021,5.0943476274536215,4.455173904930088,282201.4,7.12348672692682
