provcd,province_name,region,date,commodity,cpi_index
11,Beijing,North,2016-02-01,eggs,99.4
11,Beijing,North,2016-01-01,eggs,104.2
11,Beijing,North,2015-12-01,eggs,100.3
11,Beijing,North,2015-11-01,eggs,99.9
11,Beijing,North,2015-10-01,eggs,95.5
11,Beijing,North,2015-09-01,eggs,103.1
11,Beijing,North,2015-08-01,eggs,107.2
11,Beijing,North,2015-07-01,eggs,102
11,Beijing,North,2015-06-01,eggs,97.6
11,Beijing,North,2015-05-01,eggs,98.6
11,Beijing,North,2015-04-01,eggs,96.1
11,Beijing,North,2015-03-01,eggs,94.3
11,Beijing,North,2015-02-01,eggs,99.8
11,Beijing,North,2015-01-01,eggs,96.9
11,Beijing,North,2014-12-01,eggs,98.6
11,Beijing,North,2014-11-01,eggs,98.9
11,Beijing,North,2014-10-01,eggs,98
11,Beijing,North,2014-09-01,eggs,100.9
11,Beijing,North,2014-08-01,eggs,105.2
11,Beijing,North,2014-07-01,eggs,103.8
11,Beijing,North,2014-06-01,eggs,96.5
11,Beijing,North,2014-05-01,eggs,107.6
11,Beijing,North,2014-04-01,eggs,104.9
11,Beijing,North,2014-03-01,eggs,99.4
11,Beijing,North,2014-02-01,eggs,96.8
11,Beijing,North,2014-01-01,eggs,102.1
11,Beijing,North,2013-12-01,eggs,100.3
11,Beijing,North,2013-11-01,eggs,98.1
11,Beijing,North,2013-10-01,eggs,95.1
11,Beijing,North,2013-09-01,eggs,108.1
11,Beijing,North,2013-08-01,eggs,104.7
11,Beijing,North,2013-07-01,eggs,98.4
11,Beijing,North,2013-06-01,eggs,100.3
11,Beijing,North,2013-05-01,eggs,99.8
11,Beijing,North,2013-04-01,eggs,97.9
11,Beijing,North,2013-03-01,eggs,94.5
11,Beijing,North,2013-02-01,eggs,99.5
11,Beijing,North,2013-01-01,eggs,100.6
11,Beijing,North,2012-12-01,eggs,102.5
11,Beijing,North,2012-11-01,eggs,100.3
11,Beijing,North,2012-10-01,eggs,95.9
11,Beijing,North,2012-09-01,eggs,104
11,Beijing,North,2012-08-01,eggs,107
11,Beijing,North,2012-07-01,eggs,96.9
11,Beijing,North,2012-06-01,eggs,111.9
11,Beijing,North,2012-05-01,eggs,99
11,Beijing,North,2012-04-01,eggs,99.4
11,Beijing,North,2012-03-01,eggs,98.9
11,Beijing,North,2012-02-01,eggs,92.3
11,Beijing,North,2012-01-01,eggs,99.9
50,Chongqing,West,2025-12-01,eggs,98.9
50,Chongqing,West,2025-11-01,eggs,98.9
50,Chongqing,West,2025-10-01,eggs,100.3
50,Chongqing,West,2025-09-01,eggs,101.9
50,Chongqing,West,2025-08-01,eggs,101.1
50,Chongqing,West,2025-07-01,eggs,100.8
50,Chongqing,West,2025-06-01,eggs,97.5
50,Chongqing,West,2025-05-01,eggs,99.3
50,Chongqing,West,2025-04-01,eggs,100.1
50,Chongqing,West,2025-03-01,eggs,96.6
50,Chongqing,West,2025-02-01,eggs,96.6
50,Chongqing,West,2025-01-01,eggs,99.4
50,Chongqing,West,2024-12-01,eggs,98.1
50,Chongqing,West,2024-11-01,eggs,98.6
50,Chongqing,West,2024-10-01,eggs,100
50,Chongqing,West,2024-09-01,eggs,103.6
50,Chongqing,West,2024-08-01,eggs,101
50,Chongqing,West,2024-07-01,eggs,102.7
50,Chongqing,West,2024-06-01,eggs,100.8
50,Chongqing,West,2024-05-01,eggs,100.6
50,Chongqing,West,2024-04-01,eggs,98.6
50,Chongqing,West,2024-03-01,eggs,99.7
50,Chongqing,West,2024-02-01,eggs,97.2
