quarter,beta_mean,beta_p05,beta_p95
2013Q4,0.19777034468467372,-1.1165838598981208,1.5614339774867456
2014Q1,0.40732916807335795,-0.7327753527611869,1.6367220089517127
2014Q2,-0.14018998344850464,-0.9433281906896425,0.6693964699242307
2014Q3,-0.3206854530045007,-1.4800616619939404,0.78351349771657
2014Q4,-0.37036368567836075,-1.5142440883203774,0.7889502491727196
2015Q3,-0.5510701855878958,-1.6180783672322925,0.4753916884570516
2015Q4,-0.8380867640833288,-1.9391984283596704,0.2367889215439687
2016Q1,-0.9637677594705425,-1.8217135797136137,-0.1129316266301046
2016Q2,-0.5726099881039227,-1.3410870645899096,0.19437353524973724
2016Q3,-0.5717346486770182,-1.7908847632543206,0.6592187484269312
2016Q4,-0.5589534117748127,-1.9281410918847923,0.8730068566591379
2017Q1,-0.513422852264533,-1.9604440559600667,0.9474098809957466
2017Q2,-0.6561288150260363,-2.0439591504143744,0.7827413209918569
2017Q3,-0.7295677888194917,-2.1442276035711987,0.6770074706550273
2017Q4,-0.7307735406871492,-2.1125711211227385,0.7152591666630924
2018Q1,-0.7197097667942398,-2.072267627412893,0.6200685660189874
2018Q2,-0.7562029574802568,-1.900213845552872,0.3804660336080088
2018Q3,-0.942311306653146,-1.8229807356927252,-0.07276458896500923
2018Q4,-0.31214481658974075,-1.1974162214777988,0.5498386386307381
2019Q1,-0.11881688243184772,-1.1478455025523129,0.9720494328695352
2019Q2,-0.014161087424249487,-1.1109785830007604,1.143137116485006
2019Q3,-0.15915438529843112,-1.335264119019567,1.0403294870571602
2019Q4,-0.276790883395548,-1.2294526447420295,0.6981391022349279
2020Q1,-0.41186133928196134,-1.1470402691868806,0.365928577443878
2020Q2,-1.076658796610227,-1.6053810856186623,-0.5639222357476958
2020Q3,0.12325397163825419,-0.5937866743226048,0.8526270518780138
2021Q2,-0.2219299116228541,-1.0330620990570554,0.6000007823685296
2021Q3,-0.1252640508827956,-1.2611688032737969,0.9964178818280798
2021Q4,-0.09216719850148312,-1.5559346034859287,1.3848681403961887
2022Q1,-0.5020345004172396,-1.738906693792992,0.7036310974114246
2022Q2,-0.6396083061684964,-1.6845491275686364,0.4098700540052541
2022Q3,-0.5341104071639211,-1.356203418361684,0.29082829866529836
2022Q4,-0.6142776134666583,-1.404528769686897,0.148190930617808
2023Q1,-0.5385452916027557,-1.7054867090735468,0.7130038053193948
2023Q2,-0.6044353955658656,-1.940108615196064,0.7330341699071952
2023Q3,-0.6372685009483191,-1.9320604884307058,0.635857406279025
2023Q4,-0.7865308334023361,-1.9312921160631935,0.34507077744892894
2024Q1,-0.8597528639810474,-2.076575223400837,0.3061204468090854
2024Q2,-0.9656374290742409,-2.209004157864168,0.2546261992820683
2024Q3,-0.9894021582314392,-2.128543540651399,0.15495303809841876
2024Q4,-0.8069009337902918,-1.8186516849872176,0.1974419038659609
2025Q1,-0.8493830529614707,-2.1664135488111698,0.44082463267655025
2025Q2,-0.9235117978456119,-2.824482664979689,0.9908100391240864
