report_title,quarter,price_sentiment_index,infl_exp_index,income_sentiment_index,income_confidence_index,employment_sentiment_index,employment_expectation_index,price_up_share,price_same_share,price_down_share,price_uncertain_share,infl_exp_index_alt,epu_qavg,gpr_qavg,CPI_YoY,Consumer_Confidence_Index,Ind_Value_Added_YoY,M2_YoY,PPI_YoY,Real_Estate_Climate_Index,CPI_MoM_Idx,CPI_MoM,CPI_Level,CPI_YoY.1,PPI_MoM_Idx,PPI_MoM,PPI_Level,PPI_YoY_Rate,CPI_QoQ_Ann,CPI_YoY_from_Level,GDP_level,GDP_yoy_pct,Food_CPI_YoY_qavg,mu_cp,sigma_cp,effective_sample_share,delta_used,CPI_lead1,FE,FR
2020年第一季度城镇储户问卷调查报告,2020Q1,,65.4,54.1,53.4,45.4,52.6,10.7,44.5,10.4,13.1,65.4,221.81019395165933,98.6388448079427,100.32094433666668,45.9,-0.3666666666666667,9.1,99.4,97.785,100.32094433666668,0.3209443366666657,155.4411550921991,4.943136092457741,99.4,-0.6000000000000038,2631.9331818391456,-4.597968323975336,3.84189884254027,4.270063657100187,209671.1,-5.320655901747495,20.29934596654107,0.32314260555302976,0.25684048567371415,0.869,0.3,-6.679381903202497,-7.002524508755527,-0.5173445895261343
2020年第二季度城镇储户问卷调查报告,2020Q2,,64.4,52.6,53.1,44.5,51.9,46.1,13.8,21.7,47.9,64.4,417.2603185525747,69.69149271647136,99.42623170666668,50.76666666666667,4.366666666666667,11.1,96.73333333333332,99.35333333333334,99.42623170666668,-0.5737682933333351,152.7778579141522,2.7377127180136926,96.73333333333332,-3.2666666666666657,2382.301136248644,-13.133058711980109,-6.679381903202497,2.4834219559488613,253450.0,2.94731104223136,12.270024549533137,-1.0017196384526192,-0.6068694971032645,0.521,0.3,5.112027587244361,6.11374722569698,-1.324862244005649
2020年第三季度城镇储户问卷调查报告,2020Q3,,63.2,41.6,45.9,37.7,47.3,49.3,15.8,17.1,49.2,63.2,423.231897909074,70.77223714192708,100.41645783333333,51.2,5.766666666666667,10.666666666666666,97.83333333333331,100.28333333333336,100.41645783333333,0.41645783333333,154.69401800837525,2.262969271136502,97.83333333333331,-2.1666666666666665,2230.7722995923223,-18.822987835096427,5.112027587244361,1.717458396896121,269910.2,5.424117814323082,10.89071328751819,-0.056135812385482486,-0.40925982302646735,0.508,0.3,-0.8154441127099954,-0.7593083003245129,0.9455838260671368
2020年第四季度城镇储户问卷调查报告,2020Q4,,58.3,46.1,47.9,37.5,50.1,50.6,15.3,14.0,51.2,58.3,499.2494778645523,70.07264200846355,99.93333333333334,51.8,7.066666666666666,10.433333333333332,98.66666666666669,100.60333333333334,99.93333333333334,-0.0666666666666628,154.37768823299444,0.1085514700601364,98.66666666666669,-1.3333333333333333,2142.5625213210446,-20.08203874946648,-0.8154441127099954,0.2563001877717852,301836.2,6.957725936157644,0.61407076940961,,,0.488,0.3,4.464743198452337,,
2021年第一季度城镇储户问卷调查报告,2021Q1,,62.2,49.3,49.2,39.7,50.4,16.4,53.7,10.1,11.9,62.2,306.0220827984123,76.66475677490234,100.36666666666667,51.26666666666667,4.7,9.633333333333333,102.13333333333333,101.35,100.36666666666667,0.3666666666666647,156.07270893648624,-0.0184459993388674,102.13333333333333,2.133333333333335,2281.68605630324,-17.13676937067287,4.464743198452337,0.4062977040491855,255055.2,21.64537697374602,-0.6577802180893358,0.4110768166155222,0.2864825341071931,0.881,0.3,-3.54157816980345,-3.952654986418972,
2021年第二季度城镇储户问卷调查报告,2021Q2,,61.6,50.6,51.2,41.4,51.2,14.9,55.5,8.1,12.2,61.6,242.08446580945403,85.10015869140625,99.7,51.0,8.966666666666667,8.333333333333334,108.2,101.16333333333334,99.7,-0.3000000000000019,154.67210870074518,1.26568747143323,108.2,8.199999999999998,2889.898132587736,8.335689519654588,-3.54157816980345,1.2398725917844633,287979.2,13.62367330834484,-0.3562706327019715,-0.25114743566874487,0.2628890809117022,0.878,0.3,1.6108400887199892,1.861987524388734,-0.6622242522842671
2021年第三季度城镇储户问卷调查报告,2021Q3,,58.4,51.7,51.0,43.9,53.1,13.8,57.3,8.0,11.7,58.4,265.90077981147834,76.20142873128255,100.13333333333333,50.03333333333333,4.933333333333334,8.266666666666667,109.73333333333332,100.98,100.13333333333333,0.1333333333333305,155.29126115187424,0.6425506869710551,109.73333333333332,9.733333333333334,3818.306373178152,52.67168097339658,1.6108400887199892,0.386080309496295,297961.9,10.392975145066764,-5.147957569586662,0.17516179672710475,0.2556552639622246,0.883,0.3,3.2365224274649496,3.0613606307378447,0.4263092323958496
2021年第四季度城镇储户问卷调查报告,2021Q4,,59.5,51.2,51.0,44.0,52.2,13.6,50.1,7.4,11.3,59.5,307.1821261701903,90.3146006266276,100.26666666666668,49.86666666666667,3.866666666666666,8.733333333333333,112.23333333333332,100.435,100.26666666666668,0.2666666666666704,156.53280174031755,1.7339913551601398,112.23333333333332,12.233333333333334,5396.797072488248,125.9250567518173,3.2365224274649496,1.3960006345415057,332826.7,10.26732380012736,-0.6161086889874379,0.31159308709358535,0.24951606925510406,0.887,0.3,4.070292242152163,3.758699155058577,0.1364312903664806
2022年第一季度城镇储户问卷调查报告,2022Q1,,58.7,49.7,49.5,40.8,49.4,14.5,56.3,8.4,12.7,58.7,281.71952845884,224.59630839029947,100.33333333333331,49.93333333333334,1.6666666666666667,9.566666666666666,108.73333333333332,96.77333333333333,100.33333333333331,0.3333333333333333,158.1018865449625,0.9624817370244676,108.73333333333332,8.733333333333329,6937.7427272720015,190.3864562553724,4.070292242152163,1.300148900024567,277175.8,8.672867677271423,-3.162433311919699,0.37737148710213153,0.26395535643966417,0.873,0.3,0.7991840017279372,0.4218125146258057,0.06577840000854618
2022年第二季度城镇储户问卷调查报告,2022Q2,,63.8,49.9,50.0,41.4,49.3,10.8,50.8,9.4,13.2,63.8,350.6663275795067,154.70296732584634,100.06666666666666,49.06666666666666,0.5666666666666668,11.0,106.83333333333331,95.63,100.06666666666666,0.0666666666666676,158.41682550296005,2.1479450704553336,106.83333333333331,6.833333333333333,8458.609157051333,200.10615916596257,0.7991840017279372,2.4210679182373074,299111.5,3.865661131081688,2.17808953512774,0.07702685185494856,0.25117223828794394,0.868,0.3,2.832390555461828,2.7553637036068794,-0.30034463524718297
2022年第三季度城镇储户问卷调查报告,2022Q3,,58.7,50.2,50.0,42.4,50.5,47.0,35.4,8.6,11.2,58.7,287.805115257664,127.34195200602214,100.23333333333332,49.5,4.766666666666667,12.1,102.46666666666664,95.06333333333332,100.23333333333332,0.2333333333333342,159.5268498230069,2.5910205847596623,102.46666666666664,2.466666666666669,9097.73907662373,159.82697274024335,2.832390555461828,2.7275125719986804,315399.6,5.852325414759396,6.954301976290123,0.5692756008844795,0.48928816682973586,0.888,0.3,-0.4001979999040284,-0.9694736007885079,0.4922487490295309
