hhid,total_income,wave,total_consump,overreactor,log_income,urban,province,log_income_panel,log_consump,log_income_2011,delta_log_income
201100027,0,2011,,0,0,1,11,0,,0,0
201100028,16200,2011,,0,9.69282824771042,1,11,9.69282824771042,,9.69282824771042,0
201100028,39800,2013,,0,9.69282824771042,1,11,10.591647316585,,9.69282824771042,0.898819068874609
201100029,33800,2011,,0,10.4282456668323,1,11,10.4282456668323,,10.4282456668323,0
201100030,48000,2011,,0,10.7789771230064,1,11,10.7789771230064,,10.7789771230064,0
201100030,101400,2013,,0,10.7789771230064,1,11,11.5268382320235,,10.7789771230064,0.74786110901718
201100030,60000,2015,37792.890625,0,10.7789771230064,1,11,11.002116507732,10.5399027448679,10.7789771230064,0.223139384725666
201100031,84996.890625,2011,,0,11.3503817189881,1,11,11.3503817189881,,11.3503817189881,0
201100031,0,2013,,0,11.3503817189881,1,11,0,,11.3503817189881,-11.3503817189881
201100032,28800,2011,,0,10.2681653877435,1,11,10.2681653877435,,10.2681653877435,0
201100033,37220,2011,,0,10.524628397111,1,11,10.524628397111,,10.524628397111,0
201100033,31180,2013,,0,10.524628397111,1,11,10.3475642139384,,10.524628397111,-0.177064183172579
201100033,73600,2015,61699.15625,0,10.524628397111,1,11,11.2064138915812,11.0300417423052,10.524628397111,0.681785494470207
201100034,30000,2011,,0,10.3089859934221,1,11,10.3089859934221,,10.3089859934221,0
201100034,74370,2013,,0,10.3089859934221,1,11,11.216821359889,,10.3089859934221,0.907835366466966
201100034,0,2015,45246.12890625,0,10.3089859934221,1,11,0,10.7198944975294,10.3089859934221,-10.3089859934221
201100035,61400,2011,,0,11.0251814006476,1,11,11.0251814006476,,11.0251814006476,0
201100035,141450,2013,,0,11.0251814006476,1,11,11.8597086463406,,11.0251814006476,0.834527245693078
201100036,5000,2011,,0,8.5173931714189,1,11,8.5173931714189,,8.5173931714189,0
201100036,0,2013,,0,8.5173931714189,1,11,0,,8.5173931714189,-8.5173931714189
201100037,10600,2011,,0,9.2687036152731,1,11,9.2687036152731,,9.2687036152731,0
201100038,114874.25,2011,,0,11.6516020359342,1,11,11.6516020359342,,11.6516020359342,0
201100039,347000,2011,,0,12.7570829407692,1,11,12.7570829407692,,12.7570829407692,0
201100039,180800,2013,,0,12.7570829407692,1,11,12.1051522578984,,12.7570829407692,-0.651930682870857
201100040,70000,2011,,0,11.1562648066437,1,11,11.1562648066437,,11.1562648066437,0
201100040,0,2013,,0,11.1562648066437,1,11,0,,11.1562648066437,-11.1562648066437
201100040,0,2015,15300,0,11.1562648066437,1,11,0,9.63567346472181,11.1562648066437,-11.1562648066437
201100041,125000,2011,,0,11.7360770162524,1,11,11.7360770162524,,11.7360770162524,0
201100041,250000,2013,,0,11.7360770162524,1,11,12.4292201968364,,11.7360770162524,0.693143180583945
201100042,36600,2011,,0,10.5078308414206,1,11,10.5078308414206,,10.5078308414206,0
201100042,0,2013,,0,10.5078308414206,1,11,0,,10.5078308414206,-10.5078308414206
201100043,35700,2011,,0,10.4829339785799,1,11,10.4829339785799,,10.4829339785799,0
201100043,1700,2013,,0,10.4829339785799,1,11,7.43897159239586,,10.4829339785799,-3.04396238618404
201100044,0,2011,,0,0,1,11,0,,0,0
201100045,27900,2011,,0,10.236417809461,1,11,10.236417809461,,10.236417809461,0
201100046,46000,2011,,0,10.7364184143654,1,11,10.7364184143654,,10.7364184143654,0
201100046,67900,2013,,0,10.7364184143654,1,11,11.1258060409788,,10.7364184143654,0.389387626613463
201100047,38000,2011,,0,10.5453677541517,1,11,10.5453677541517,,10.5453677541517,0
201100048,63995,2011,,0,11.0665758603886,1,11,11.0665758603886,,11.0665758603886,0
201100049,16100,2011,,0,9.68663666084494,1,11,9.68663666084494,,9.68663666084494,0
201100049,49480,2013,,0,9.68663666084494,1,11,10.8093440364881,,9.68663666084494,1.1227073756432
201100049,91487,2015,41400,0,9.68663666084494,1,11,11.423963095122,10.6310603141111,9.68663666084494,1.7373264342771
201100050,65000,2011,,0,11.0821579333748,1,11,11.0821579333748,,11.0821579333748,0
201100050,80400,2013,,0,11.0821579333748,1,11,11.2947818929007,,11.0821579333748,0.212623959525837
201100051,21000,2011,,0,9.95232533461943,1,11,9.95232533461943,,9.95232533461943,0
201100052,50776.54296875,2011,,0,10.8352094682816,1,11,10.8352094682816,,10.8352094682816,0
201100052,204801,2013,,0,10.8352094682816,1,11,12.2297989377248,,10.8352094682816,1.39458946944319
201100053,30400,2011,,0,10.3222307815901,1,11,10.3222307815901,,10.3222307815901,0
201100053,119600,2013,,0,10.3222307815901,1,11,11.6919164816677,,10.3222307815901,1.36968570007759
201100053,160000,2015,87459.9921875,0,10.3222307815901,1,11,11.9829353441964,11.3789481693743,10.3222307815901,1.6607045626063
201100054,25200,2011,,0,10.1346389552519,1,11,10.1346389552519,,10.1346389552519,0
201100054,39500,2013,,0,10.1346389552519,1,11,10.5840812670245,,10.1346389552519,0.449442311772588
201100054,49000,2015,38056.015625,0,10.1346389552519,1,11,10.7995959850478,10.5468407254005,10.1346389552519,0.66495702979592
201100055,156000,2011,,0,11.9576176964675,1,11,11.9576176964675,,11.9576176964675,0
201100055,245000,2013,,0,11.9576176964675,1,11,12.4090175711512,,11.9576176964675,0.451399874683649
201100056,3000,2011,,0,8.00670084544037,1,11,8.00670084544037,,8.00670084544037,0
201100056,3500,2013,,0,8.00670084544037,1,11,8.16080392095467,,8.00670084544037,0.154103075514298
201100056,242973,2015,66135.0703125,0,8.00670084544037,1,11,12.4007097207134,11.0994695700821,8.00670084544037,4.39400887527308
201100057,231551.65625,2011,,0,12.3525625834475,1,11,12.3525625834475,,12.3525625834475,0
201100057,185000,2013,,0,12.3525625834475,1,11,12.1281165094513,,12.3525625834475,-0.224446073996246
201100057,395000,2015,66400,0,12.3525625834475,1,11,12.8866435755256,11.1034673955921,12.3525625834475,0.53408099207812
201100058,119902.234375,2011,,0,11.6944403162564,1,11,11.6944403162564,,11.6944403162564,0
201100058,65000,2013,,0,11.6944403162564,1,11,11.0821579333748,,11.6944403162564,-0.612282382881626
201100058,530000,2015,90900,0,11.6944403162564,1,11,13.180634172319,11.4175262812052,11.6944403162564,1.48619385606254
201100059,1e+05,2011,,0,11.5129354649202,1,11,11.5129354649202,,11.5129354649202,0
201100059,420000,2013,,0,11.5129354649202,1,11,12.9480123712091,,11.5129354649202,1.43507690628887
201100060,26000,2011,,0,10.1658902778025,1,11,10.1658902778025,,10.1658902778025,0
201100062,45980.7578125,2011,,0,10.7360000275234,1,11,10.7360000275234,,10.7360000275234,0
201100062,82591,2013,,0,10.7360000275234,1,11,11.3216681025183,,10.7360000275234,0.585668074994985
201100062,55835,2015,36394.3125,0,10.7360000275234,1,11,10.9301741016326,10.5021952678598,10.7360000275234,0.194174074109291
201100063,44900,2011,,0,10.7122153451973,1,11,10.7122153451973,,10.7122153451973,0
201100063,146700,2013,,0,10.7122153451973,1,11,11.8961517807404,,10.7122153451973,1.18393643554317
201100063,72200,2015,49059.9921875,0,10.7122153451973,1,11,11.1872091752005,10.8008195415684,10.7122153451973,0.474993830003259
201100064,50000,2011,,0,10.8197982842103,1,11,10.8197982842103,,10.8197982842103,0
201100065,375622.875,2011,,0,12.8363435892588,1,11,12.8363435892588,,12.8363435892588,0
201100065,140300,2013,,0,12.8363435892588,1,11,11.8515453936489,,12.8363435892588,-0.984798195609905
201100066,62000,2011,,0,11.0349057929294,1,11,11.0349057929294,,11.0349057929294,0
201100066,75000,2013,,0,11.0349057929294,1,11,11.2252567257629,,11.0349057929294,0.190350932833478
201100066,113600,2015,124639.984375,0,11.0349057929294,1,11,11.6404475880473,11.7331927588189,11.0349057929294,0.605541795117929
201100067,10900,2011,,0,9.29660980712836,1,11,9.29660980712836,,9.29660980712836,0
201100067,2500,2013,,0,9.29660980712836,1,11,7.82444593087762,,9.29660980712836,-1.47216387625074
201100068,28080,2011,,0,10.2428484700412,1,11,10.2428484700412,,10.2428484700412,0
201100068,48625,2013,,0,10.2428484700412,1,11,10.791913646262,,10.2428484700412,0.549065176220729
201100068,54400,2015,11376,0,10.2428484700412,1,11,10.904137815028,9.33934905253972,10.2428484700412,0.661289344986773
201100069,27500,2011,,0,10.2219776466299,1,11,10.2219776466299,,10.2219776466299,0
201100069,42000,2013,,0,10.2219776466299,1,11,10.6454487065059,,10.2219776466299,0.423471059875988
201100070,105880.3515625,2011,,0,11.5700744213002,1,11,11.5700744213002,,11.5700744213002,0
201100070,103200,2013,,0,11.5700744213002,1,11,11.5444338219051,,11.5700744213002,-0.025640599395043
201100070,112984,2015,29916.001953125,0,11.5700744213002,1,11,11.6350103455205,10.3061822249664,11.5700744213002,0.064935924220288
201100071,115397.765625,2011,,0,11.6561489365085,1,11,11.6561489365085,,11.6561489365085,0
201100071,66000,2013,,0,11.6561489365085,1,11,11.0974251724089,,11.6561489365085,-0.558723764099529
201100071,152538,2015,100499.9921875,0,11.6561489365085,1,11,11.9351755800392,11.517922878945,11.6561489365085,0.279026643530749
201100072,109074.203125,2011,,0,11.5997928602408,1,11,11.5997928602408,,11.5997928602408,0
201100072,3240,2013,,0,11.5997928602408,1,11,8.08363720314155,,11.5997928602408,-3.51615565709927
201100072,5000,2015,24360.001953125,0,11.5997928602408,1,11,8.5173931714189,10.1007388520586,11.5997928602408,-3.08239968882192
201100073,228000,2011,,0,12.3371052938919,1,11,12.3371052938919,,12.3371052938919,0
201100073,364065,2013,,0,12.3371052938919,1,11,12.805090448864,,12.3371052938919,0.467985154972078
201100074,52500,2011,,0,10.8685874960174,1,11,10.8685874960174,,10.8685874960174,0
201100074,104900,2013,,0,10.8685874960174,1,11,11.5607723272274,,10.8685874960174,0.692184831210058
201100075,140000,2011,,0,11.8494048444231,1,11,11.8494048444231,,11.8494048444231,0
201100075,500600,2013,,0,11.8494048444231,1,11,13.1235646555807,,11.8494048444231,1.27415981115762
201100075,532500,2015,197258.96875,0,11.8494048444231,1,11,13.1853400544982,12.1922777760876,11.8494048444231,1.33593521007515
201100076,79679.15625,2011,,0,11.2857758532254,1,11,11.2857758532254,,11.2857758532254,0
201100076,62500,2013,,0,11.2857758532254,1,11,11.0429378355965,,11.2857758532254,-0.242838017628939
201100076,90339,2015,80462.2578125,0,11.2857758532254,1,11,11.4113356092086,11.2955559345238,11.2857758532254,0.125559755983163
201100077,128236.6953125,2011,,0,11.7616408154477,1,11,11.7616408154477,,11.7616408154477,0
201100077,146400,2013,,0,11.7616408154477,1,11,11.8941047110871,,11.7616408154477,0.132463895639376
201100077,227972,2015,134620.015625,0,11.7616408154477,1,11,12.3369824798716,11.8102188179204,11.7616408154477,0.575341664423883
201100078,48000,2011,,0,10.7789771230064,1,11,10.7789771230064,,10.7789771230064,0
201100079,37000,2011,,0,10.5187002182882,1,11,10.5187002182882,,10.5187002182882,0
201100079,48000,2013,,0,10.5187002182882,1,11,10.7789771230064,,10.5187002182882,0.260276904718186
201100079,1e+05,2015,115400,0,10.5187002182882,1,11,11.5129354649202,11.6561682985299,10.5187002182882,0.994235246632064
201100080,28560,2011,,0,10.2597974298461,1,11,10.2597974298461,,10.2597974298461,0
201100081,129900,2011,,0,11.7745279008585,1,11,11.7745279008585,,11.7745279008585,0
201100081,278000,2013,,0,11.7745279008585,1,11,12.5353799897886,,11.7745279008585,0.76085208893014
201100081,443350,2015,96840,0,11.7745279008585,1,11,13.0021170603599,11.4808257373101,11.7745279008585,1.22758915950144
201100082,60000,2011,,0,11.002116507732,1,11,11.002116507732,,11.002116507732,0
201100082,161414,2013,,0,11.002116507732,1,11,11.9917339673026,,11.002116507732,0.989617459570585
201100083,97825.4296875,2011,,0,11.4909500617175,1,11,11.4909500617175,,11.4909500617175,0
201100083,82100,2013,,0,11.4909500617175,1,11,11.3157054756343,,11.4909500617175,-0.175244586083231
201100083,343400,2015,78771.0703125,0,11.4909500617175,1,11,12.7466541394972,11.2743137753595,11.4909500617175,1.25570407777965
201100084,85000,2011,,0,11.3504183001091,1,11,11.3504183001091,,11.3504183001091,0
201100084,125060,2013,,0,11.3504183001091,1,11,11.7365568972512,,11.3504183001091,0.386138597142031
201100085,122560,2011,,0,11.7163641442101,1,11,11.7163641442101,,11.7163641442101,0
201100085,286650,2013,,0,11.7163641442101,1,11,12.5660207269054,,11.7163641442101,0.8496565826953
201100085,219300,2015,158520.015625,0,11.7163641442101,1,11,12.2982004943591,11.9736424542041,11.7163641442101,0.581836350149041
201100086,30800,2011,,0,10.3353024359671,1,11,10.3353024359671,,10.3353024359671,0
201100086,99600,2013,,0,10.3353024359671,1,11,11.5089274836829,,10.3353024359671,1.17362504771586
201100087,80600,2011,,0,11.2972663353656,1,11,11.2972663353656,,11.2972663353656,0
201100087,129300,2013,,0,11.2972663353656,1,11,11.7698982986821,,11.2972663353656,0.472631963316447
201100087,67720,2015,74389.90625,0,11.2972663353656,1,11,11.1231516028244,11.2170889855282,11.2972663353656,-0.174114732541245
201100088,151500,2011,,0,11.9283475045698,1,11,11.9283475045698,,11.9283475045698,0
201100088,78900,2013,,0,11.9283475045698,1,11,11.2759491810249,,11.9283475045698,-0.652398323544965
201100089,126869.21875,2011,,0,11.750919943339,1,11,11.750919943339,,11.750919943339,0
201100089,45200,2013,,0,11.750919943339,1,11,10.7188744894694,,11.750919943339,-1.03204545386964
201100090,45260,2011,,0,10.7202010135082,1,11,10.7202010135082,,10.7202010135082,0
201100090,81800,2013,,0,10.7202010135082,1,11,11.312044747455,,10.7202010135082,0.591843733946806
201100090,120500,2015,151960,0,10.7202010135082,1,11,11.6994133306336,11.931379187959,10.7202010135082,0.979212317125414
201100091,100715,2011,,0,11.5200599538708,1,11,11.5200599538708,,11.5200599538708,0
201100091,55200,2013,,0,11.5200599538708,1,11,10.9187363480431,,11.5200599538708,-0.601323605827703
201100092,48000,2011,,0,10.7789771230064,1,11,10.7789771230064,,10.7789771230064,0
201100092,113600,2013,,0,10.7789771230064,1,11,11.6404475880473,,10.7789771230064,0.861470465040993
201100092,75600,2015,111699.859375,0,10.7789771230064,1,11,11.2332247895934,11.6235796786266,10.7789771230064,0.454247666587017
201100093,135000,2011,,0,11.8130374648005,1,11,11.8130374648005,,11.8130374648005,0
201100093,327220,2013,,0,11.8130374648005,1,11,12.6983910625803,,11.8130374648005,0.885353597779778
201100094,99180,2011,,0,11.5047017426703,1,11,11.5047017426703,,11.5047017426703,0
201100094,95000,2013,,0,11.5047017426703,1,11,11.4616426968431,,11.5047017426703,-0.0430590458271887
201100095,59622.32421875,2011,,0,10.9958021224498,1,11,10.9958021224498,,10.9958021224498,0
201100095,36000,2013,,0,10.9958021224498,1,11,10.4913019948302,,10.9958021224498,-0.504500127619538
201100096,15000,2011,,0,9.61587214452889,1,11,9.61587214452889,,9.61587214452889,0
201100096,49031,2013,,0,9.61587214452889,1,11,10.8002284251656,,9.61587214452889,1.18435628063668
201100097,0,2011,,0,0,1,11,0,,0,0
201100097,150443,2013,,0,0,1,11,11.921346200904,,0,11.921346200904
201100097,120000,2015,44919.9921875,0,0,1,11,11.6952553550628,10.7126604964869,0,11.6952553550628
201100098,201000,2011,,0,12.2110651621532,1,11,12.2110651621532,,12.2110651621532,0
201100098,33044,2013,,0,12.2110651621532,1,11,10.4056255479046,,12.2110651621532,-1.80543961424866
201100099,3e+06,2011,,0,14.9141231799657,1,11,14.9141231799657,,14.9141231799657,0
201100100,21480,2011,,0,9.97492410247398,1,11,9.97492410247398,,9.97492410247398,0
201100100,120000,2013,,0,9.97492410247398,1,11,11.6952553550628,,9.97492410247398,1.72033125258882
201100100,96000,2015,220942.625,0,9.97492410247398,1,11,11.4721138870624,12.305662857461,9.97492410247398,1.49718978458841
201100101,36700,2011,,0,10.5105592816278,1,11,10.5105592816278,,10.5105592816278,0
201100101,121550,2013,,0,10.5105592816278,1,11,11.7080892067775,,10.5105592816278,1.19752992514963
201100101,88100,2015,67948.984375,0,10.5105592816278,1,11,11.3862391625977,11.1265271896308,10.5105592816278,0.875679880969804
201100102,203825,2011,,0,12.2250219676886,1,11,12.2250219676886,,12.2250219676886,0
201100102,46000,2013,,0,12.2250219676886,1,11,10.7364184143654,,12.2250219676886,-1.48860355332321
201100103,72101.375,2011,,0,11.1858422630911,1,11,11.1858422630911,,11.1858422630911,0
201100103,132952,2013,,0,11.1858422630911,1,11,11.7977509612906,,11.1858422630911,0.611908698199468
201100104,29600,2011,,0,10.2955634235253,1,11,10.2955634235253,,10.2955634235253,0
201100105,73500,2011,,0,11.2050542905506,1,11,11.2050542905506,,11.2050542905506,0
201100105,63600,2013,,0,11.2050542905506,1,11,11.060384472475,,11.2050542905506,-0.144669818075506
201100106,122300,2011,,0,11.7142404982567,1,11,11.7142404982567,,11.7142404982567,0
201100106,1300,2013,,0,11.7142404982567,1,11,7.17088847851251,,11.7142404982567,-4.54335201974421
201100107,54700,2011,,0,10.9096372697786,1,11,10.9096372697786,,10.9096372697786,0
201100107,64260,2013,,0,10.9096372697786,1,11,11.070708194329,,10.9096372697786,0.161070924550419
201100107,114360,2015,87965.984375,0,10.9096372697786,1,11,11.6471153907142,11.3847168455068,10.9096372697786,0.737478120935595
201100108,20400,2011,,0,9.92333919823873,1,11,9.92333919823873,,9.92333919823873,0
201100109,85800,2011,,0,11.3597859404198,1,11,11.3597859404198,,11.3597859404198,0
201100109,125500,2013,,0,11.3597859404198,1,11,11.7400690056497,,11.3597859404198,0.380283065229932
201100109,150236,2015,213000.015625,0,11.3597859404198,1,11,11.9199693261916,12.2690522128727,11.3597859404198,0.560183385771818
201100110,67600,2011,,0,11.1213780548211,1,11,11.1213780548211,,11.1213780548211,0
201100110,98261,2013,,0,11.1213780548211,1,11,11.4953926596779,,11.1213780548211,0.374014604856873
201100110,48830,2015,62440,0,11.1213780548211,1,11,10.7961206360596,11.0419773898759,11.1213780548211,-0.32525741876144
201100111,50952,2011,,0,10.8386589181736,1,11,10.8386589181736,,10.8386589181736,0
201100111,89750,2013,,0,10.8386589181736,1,11,11.4047944483497,,10.8386589181736,0.566135530176164
201100111,90600,2015,62879.984375,0,10.8386589181736,1,11,11.4142205294978,11.0489990817993,10.8386589181736,0.575561611324179
201100112,24800,2011,,0,10.1186392539208,1,11,10.1186392539208,,10.1186392539208,0
201100112,48650,2013,,0,10.1186392539208,1,11,10.7924276423875,,10.1186392539208,0.673788388466699
201100113,180000,2011,,0,12.1007176854125,1,11,12.1007176854125,,12.1007176854125,0
201100113,208000,2013,,0,12.1007176854125,1,11,12.2452981663642,,12.1007176854125,0.144580480951735
201100113,19000,2015,108071.6796875,0,12.1007176854125,1,11,9.85224688834253,11.5905592398397,12.1007176854125,-2.24847079706994
201100114,17600,2011,,0,9.77571099759397,1,11,9.77571099759397,,9.77571099759397,0
201100114,0,2013,,0,9.77571099759397,1,11,0,,9.77571099759397,-9.77571099759397
201100114,80000,2015,35579.99609375,0,9.77571099759397,1,11,11.2897944135779,10.4795669567175,9.77571099759397,1.51408341598392
201100115,16900,2011,,0,9.73512807075823,1,11,9.73512807075823,,9.73512807075823,0
201100115,23900,2013,,0,9.73512807075823,1,11,10.0816755780485,,9.73512807075823,0.346547507290248
201100115,28800,2015,33002,0,9.73512807075823,1,11,10.2681653877435,10.4043537454075,9.73512807075823,0.533037316985229
201100116,50800,2011,,0,10.8356713184122,1,11,10.8356713184122,,10.8356713184122,0
201100116,59320,2013,,0,10.8356713184122,1,11,10.9907186538306,,10.8356713184122,0.15504733541842
201100116,100196,2015,72761.734375,0,10.8356713184122,1,11,11.5148935270649,11.1949592126708,10.8356713184122,0.679222208652732
201100117,95000,2011,,0,11.4616426968431,1,11,11.4616426968431,,11.4616426968431,0
201100118,141965.5,2011,,0,11.863346393258,1,11,11.863346393258,,11.863346393258,0
201100118,54000,2013,,0,11.863346393258,1,11,10.8967578438935,,11.863346393258,-0.966588549364538
201100119,7000,2011,,0,8.8538082749772,1,11,8.8538082749772,,8.8538082749772,0
201100119,146500,2013,,0,8.8538082749772,1,11,11.8947875333545,,8.8538082749772,3.04097925837733
201100120,31900,2011,,0,10.370392636244,1,11,10.370392636244,,10.370392636244,0
201100120,116625,2013,,0,10.370392636244,1,11,11.6667275126038,,10.370392636244,1.29633487635979
201100121,40400,2011,,0,10.6066098161182,1,11,10.6066098161182,,10.6066098161182,0
201100122,34500,2011,,0,10.4487435881066,1,11,10.4487435881066,,10.4487435881066,0
201100122,75516,2013,,0,10.4487435881066,1,11,11.2321130754541,,10.4487435881066,0.783369487347445
201100123,0,2011,,0,0,1,11,0,,0,0
201100123,120,2013,,0,0,1,11,4.79579054559674,,0,4.79579054559674
201100124,26568,2011,,0,10.1875004016135,1,11,10.1875004016135,,10.1875004016135,0
201100124,34800,2013,,0,10.1875004016135,1,11,10.4574014009819,,10.1875004016135,0.269900999368364
201100124,42500,2015,52424.15234375,0,10.1875004016135,1,11,10.6572828840475,10.867141761703,10.1875004016135,0.469782482433937
201100125,20000,2011,,0,9.90353755128617,1,11,9.90353755128617,,9.90353755128617,0
201100125,48000,2013,,0,9.90353755128617,1,11,10.7789771230064,,9.90353755128617,0.875439571720181
201100125,120000,2015,122100.03125,0,9.90353755128617,1,11,11.6952553550628,11.7126041060091,9.90353755128617,1.79171780377662
201100126,17900,2011,,0,9.79261185619019,1,11,9.79261185619019,,9.79261185619019,0
201100126,97500,2013,,0,9.79261185619019,1,11,11.4876179133436,,9.79261185619019,1.69500605715341
201100126,61900,2015,66061.5703125,0,9.79261185619019,1,11,11.033291613631,11.098357606945,9.79261185619019,1.24067975744086
201100127,2e+05,2011,,0,12.2060776455177,1,11,12.2060776455177,,12.2060776455177,0
201100128,48000,2011,,0,10.7789771230064,1,11,10.7789771230064,,10.7789771230064,0
201100129,70000,2011,,0,11.1562648066437,1,11,11.1562648066437,,11.1562648066437,0
201100130,46200,2011,,0,10.7407567218572,1,11,10.7407567218572,,10.7407567218572,0
201100130,65100,2013,,0,10.7407567218572,1,11,11.0836951890618,,10.7407567218572,0.34293846720456
201100130,73000,2015,49318.4765625,0,10.7407567218572,1,11,11.1982284186668,10.806074344134,10.7407567218572,0.457471696809614
201100131,6000,2011,,0,8.69968140098951,1,11,8.69968140098951,,8.69968140098951,0
201100132,282300,2011,,0,12.5507291565662,1,11,12.5507291565662,,12.5507291565662,0
