hhid,infl_exp,high_infl_exp,forecast_error_proxy,overreaction,media_salience,low_salience,high_media,risk_attitude,econ_outlook,interest_exp,house_price_exp,log_income,income_tercile,urban,province
201100001,4,1,0,0,2,0,1,5,2,2,4,10.8474129065069,2,1,11
201100002,4,1,0,0,1,0,0,5,2,2,4,11.5260469690176,3,1,11
201100003,4,1,0,0,2,0,1,5,1,3,2,10.3089859934221,2,1,11
201100004,3,0,-1,0,2,0,1,5,2,2,2,11.39425330369,3,1,11
201100005,4,1,0,0,3,0,1,5,3,2,3,10.3089859934221,2,1,11
201100006,5,1,1,1,3,1,1,3,3,1,4,10.8298643579064,2,1,11
201100007,4,1,0,0,2,2,1,5,3,2,2,10.2190644221814,2,1,11
201100008,3,0,-1,0,1,0,0,5,1,2,1,11.1360623908672,3,1,11
201100009,5,1,1,1,2,1,1,1,4,2,3,10.7893396952697,2,1,11
201100010,4,1,0,0,3,0,1,3,2,4,3,10.7872757536483,2,1,11
201100011,4,1,0,0,2,0,1,5,2,2,4,10.1887040880481,2,1,11
201100012,3,0,-1,0,2,1,1,5,3,3,3,10.2256072829329,2,1,11
201100013,4,1,0,0,2,1,1,5,2,2,2,11.1154434073529,3,1,11
201100014,3,0,-1,0,2,1,1,5,1,2,3,11.0429378355965,3,1,11
201100015,5,1,1,1,2,0,1,5,2,2,4,10.9187363480431,3,1,11
201100016,4,1,0,0,3,2,1,5,2,1,3,11.8913687499821,3,1,11
201100017,4,1,0,0,2,0,1,5,4,2,4,11.0790763143201,3,1,11
201100018,4,1,0,0,2,0,1,2,2,2,3,12.06105265381,3,1,11
201100019,5,1,1,1,1,0,0,1,3,2,3,12.7656912906044,3,1,11
201100020,5,1,1,1,2,0,1,1,3,2,2,11.6172944892629,3,1,11
201100021,5,1,1,1,3,2,1,2,2,1,4,11.1562648066437,3,1,11
201100022,4,1,0,0,1,0,0,5,2,2,4,10.586609649449,2,1,11
201100023,4,1,0,0,3,1,1,3,2,2,2,11.0381263557685,3,1,11
201100024,4,1,0,0,1,0,0,5,2,2,2,10.2119276780724,2,1,11
201100025,2,0,-2,0,3,0,1,2,2,2,3,11.8093269129406,3,1,11
201100026,4,1,0,0,1,0,0,5,3,2,4,0,1,1,11
201100027,4,1,0,0,1,0,0,5,1,2,2,0,1,1,11
201100028,3,0,-1,0,2,0,1,4,3,3,3,9.69282824771042,1,1,11
201100029,4,1,0,0,1,0,0,5,4,2,4,10.4282456668323,2,1,11
201100030,4,1,0,0,1,1,0,5,2,9,3,10.7789771230064,2,1,11
201100031,4,1,0,0,3,1,1,2,3,1,3,11.3503817189881,3,1,11
201100032,3,0,-1,0,0,1,0,5,3,3,3,10.2681653877435,2,1,11
201100033,5,1,1,1,2,1,1,5,4,2,3,10.524628397111,2,1,11
201100034,4,1,0,0,3,0,1,5,3,2,3,10.3089859934221,2,1,11
201100035,4,1,0,0,2,0,1,5,2,3,3,11.0251814006476,3,1,11
201100036,4,1,0,0,1,0,0,5,3,2,4,8.5173931714189,1,1,11
201100037,5,1,1,1,1,0,0,5,2,3,2,9.2687036152731,1,1,11
201100038,4,1,0,0,3,0,1,2,2,2,4,11.6516020359342,3,1,11
201100039,5,1,1,1,3,0,1,1,4,2,3,12.7570829407692,3,1,11
201100040,5,1,1,1,3,1,1,,9,4,4,11.1562648066437,3,1,11
201100041,5,1,1,1,3,1,1,4,3,3,3,11.7360770162524,3,1,11
201100042,5,1,1,1,1,1,0,5,1,3,5,10.5078308414206,2,1,11
201100043,5,1,1,1,1,1,0,5,2,2,4,10.4829339785799,2,1,11
201100044,4,1,0,0,0,0,0,3,3,4,4,0,1,1,11
201100045,4,1,0,0,2,0,1,3,3,3,4,10.236417809461,2,1,11
201100046,5,1,1,1,0,0,0,4,3,3,5,10.7364184143654,2,1,11
201100047,5,1,1,1,2,0,1,2,4,2,4,10.5453677541517,2,1,11
201100048,5,1,1,1,2,0,1,4,1,1,5,11.0665758603886,3,1,11
201100049,5,1,1,1,1,0,0,5,3,2,4,9.68663666084494,1,1,11
201100050,4,1,0,0,1,0,0,5,3,2,5,11.0821579333748,3,1,11
201100051,3,0,-1,0,2,0,1,5,3,3,3,9.95232533461943,1,1,11
201100052,5,1,1,1,3,0,1,3,2,4,4,10.8352094682816,2,1,11
201100053,3,0,-1,0,3,0,1,5,2,2,2,10.3222307815901,2,1,11
201100054,1,0,-3,0,2,0,1,5,1,1,5,10.1346389552519,2,1,11
201100055,5,1,1,1,2,0,1,1,2,1,3,11.9576176964675,3,1,11
201100056,4,1,0,0,2,0,1,3,2,4,3,8.00670084544037,1,1,11
201100057,5,1,1,1,3,0,1,3,3,1,4,12.3525625834475,3,1,11
201100058,4,1,0,0,2,0,1,3,1,4,2,11.6944403162564,3,1,11
201100059,5,1,1,1,3,1,1,3,2,2,5,11.5129354649202,3,1,11
201100060,5,1,1,1,3,1,1,3,2,2,3,10.1658902778025,2,1,11
201100061,5,1,1,1,3,2,1,1,4,2,2,,1,1,11
201100062,4,1,0,0,3,0,1,5,1,2,2,10.7360000275234,2,1,11
201100063,5,1,1,1,3,1,1,2,2,2,5,10.7122153451973,2,1,11
201100064,5,1,1,1,3,1,1,3,3,2,4,10.8197982842103,2,1,11
201100065,5,1,1,1,1,1,0,2,3,2,5,12.8363435892588,3,1,11
201100066,4,1,0,0,2,0,1,5,2,2,3,11.0349057929294,3,1,11
201100067,4,1,0,0,3,2,1,4,2,2,2,9.29660980712836,1,1,11
201100068,4,1,0,0,1,1,0,5,2,2,4,10.2428484700412,2,1,11
201100069,4,1,0,0,1,0,0,5,2,2,3,10.2219776466299,2,1,11
201100070,3,0,-1,0,2,1,1,4,2,3,2,11.5700744213002,3,1,11
201100071,5,1,1,1,1,0,0,5,3,2,4,11.6561489365085,3,1,11
201100072,4,1,0,0,2,0,1,2,2,2,5,11.5997928602408,3,1,11
201100073,5,1,1,1,2,0,1,2,4,2,4,12.3371052938919,3,1,11
201100074,4,1,0,0,2,0,1,3,2,2,4,10.8685874960174,2,1,11
201100075,5,1,1,1,2,0,1,4,2,2,4,11.8494048444231,3,1,11
201100076,5,1,1,1,3,1,1,5,4,2,3,11.2857758532254,3,1,11
201100077,4,1,0,0,3,0,1,2,2,2,2,11.7616408154477,3,1,11
201100078,4,1,0,0,2,1,1,5,2,2,4,10.7789771230064,2,1,11
201100079,4,1,0,0,2,0,1,3,3,3,3,10.5187002182882,2,1,11
201100080,3,0,-1,0,2,0,1,4,2,3,2,10.2597974298461,2,1,11
201100081,5,1,1,1,2,0,1,1,4,2,4,11.7745279008585,3,1,11
201100082,4,1,0,0,2,1,1,5,1,2,4,11.002116507732,3,1,11
201100083,5,1,1,1,2,0,1,3,3,2,3,11.4909500617175,3,1,11
201100084,4,1,0,0,1,1,0,5,5,2,3,11.3504183001091,3,1,11
201100085,4,1,0,0,3,1,1,3,2,2,4,11.7163641442101,3,1,11
201100086,5,1,1,1,2,0,1,3,4,2,3,10.3353024359671,2,1,11
201100087,5,1,1,1,2,1,1,5,3,3,3,11.2972663353656,3,1,11
201100088,4,1,0,0,2,2,1,4,3,2,3,11.9283475045698,3,1,11
201100089,5,1,1,1,3,1,1,3,4,2,4,11.750919943339,3,1,11
201100090,4,1,0,0,0,1,0,1,2,3,4,10.7202010135082,2,1,11
201100091,4,1,0,0,2,0,1,1,3,2,4,11.5200599538708,3,1,11
201100092,3,0,-1,0,2,0,1,5,2,3,2,10.7789771230064,2,1,11
201100093,5,1,1,1,2,1,1,3,4,1,4,11.8130374648005,3,1,11
201100094,4,1,0,0,2,0,1,5,2,2,4,11.5047017426703,3,1,11
201100095,5,1,1,1,3,0,1,4,3,3,3,10.9958021224498,3,1,11
201100096,2,0,-2,0,0,0,0,5,4,1,1,9.61587214452889,1,1,11
201100097,5,1,1,1,2,1,1,1,2,2,4,0,1,1,11
201100098,4,1,0,0,2,0,1,3,3,2,4,12.2110651621532,3,1,11
201100099,4,1,0,0,2,1,1,2,3,3,5,14.9141231799657,3,1,11
201100100,3,0,-1,0,2,0,1,5,3,3,3,9.97492410247398,1,1,11
201100101,4,1,0,0,1,0,0,4,3,3,2,10.5105592816278,2,1,11
201100102,4,1,0,0,2,0,1,5,3,2,2,12.2250219676886,3,1,11
201100103,5,1,1,1,1,0,0,4,3,2,3,11.1858422630911,3,1,11
201100104,5,1,1,1,1,0,0,3,2,2,5,10.2955634235253,2,1,11
201100105,5,1,1,1,1,0,0,5,2,3,5,11.2050542905506,3,1,11
201100106,5,1,1,1,3,0,1,3,3,2,4,11.7142404982567,3,1,11
201100107,4,1,0,0,3,1,1,3,1,2,3,10.9096372697786,2,1,11
201100108,4,1,0,0,1,1,0,5,1,2,2,9.92333919823873,1,1,11
201100109,3,0,-1,0,3,0,1,1,2,2,4,11.3597859404198,3,1,11
201100110,5,1,1,1,3,0,1,3,2,2,2,11.1213780548211,3,1,11
201100111,2,0,-2,0,3,0,1,2,1,3,3,10.8386589181736,2,1,11
201100112,5,1,1,1,3,1,1,2,3,2,4,10.1186392539208,2,1,11
201100113,4,1,0,0,2,0,1,4,2,2,3,12.1007176854125,3,1,11
201100114,3,0,-1,0,1,0,0,5,4,3,5,9.77571099759397,1,1,11
201100115,3,0,-1,0,2,2,1,5,2,2,2,9.73512807075823,1,1,11
201100116,5,1,1,1,1,0,0,5,2,2,3,10.8356713184122,2,1,11
201100117,2,0,-2,0,2,1,1,1,2,2,3,11.4616426968431,3,1,11
201100118,4,1,0,0,3,0,1,4,1,2,3,11.863346393258,3,1,11
201100119,4,1,0,0,2,1,1,3,2,2,3,8.8538082749772,1,1,11
201100120,5,1,1,1,2,0,1,3,2,2,4,10.370392636244,2,1,11
201100121,4,1,0,0,1,1,0,3,2,2,3,10.6066098161182,2,1,11
201100122,5,1,1,1,1,0,0,1,2,5,5,10.4487435881066,2,1,11
201100123,5,1,1,1,0,0,0,5,3,4,3,0,1,1,11
201100124,4,1,0,0,1,0,0,4,2,2,4,10.1875004016135,2,1,11
201100125,5,1,1,1,3,1,1,4,3,2,4,9.90353755128617,1,1,11
201100126,4,1,0,0,3,1,1,4,2,2,1,9.79261185619019,1,1,11
201100127,5,1,1,1,2,0,1,3,2,2,5,12.2060776455177,3,1,11
201100128,5,1,1,1,2,1,1,5,3,2,5,10.7789771230064,2,1,11
201100129,5,1,1,1,2,1,1,3,3,2,5,11.1562648066437,3,1,11
201100130,4,1,0,0,2,0,1,5,2,4,3,10.7407567218572,2,1,11
201100131,4,1,0,0,2,0,1,4,2,2,3,8.69968140098951,1,1,11
201100132,5,1,1,1,2,0,1,2,3,1,5,12.5507291565662,3,1,11
201100133,5,1,1,1,3,1,1,3,3,1,5,11.3897509683477,3,1,11
201100134,4,1,0,0,1,0,0,5,3,2,4,11.1844352867906,3,1,11
201100135,5,1,1,1,2,1,1,5,2,1,2,12.0149181933195,3,1,11
201100136,5,1,1,1,1,0,0,3,5,2,5,11.6082447356423,3,1,11
201100137,5,1,1,1,1,1,0,3,2,1,5,10.8780660602808,2,1,11
201100138,5,1,1,1,3,0,1,5,3,2,3,8.41205487329293,1,1,11
201100139,5,1,1,1,2,0,1,5,1,2,4,11.5996686549593,3,1,11
201100140,5,1,1,1,1,1,0,5,2,2,3,11.1704492404313,3,1,11
201100141,5,1,1,1,2,0,1,2,2,2,4,10.9151066458675,3,1,11
201100142,5,1,1,1,2,1,1,4,2,3,3,10.5966597327836,2,1,11
201100143,5,1,1,1,2,0,1,5,5,2,4,11.0989391543184,3,1,11
201100144,4,1,0,0,3,0,1,2,1,2,3,10.6919676399149,2,1,11
201100145,5,1,1,1,1,0,0,3,4,2,3,10.4231178170683,2,1,11
201100146,5,1,1,1,3,1,1,1,2,2,2,11.1505342140354,3,1,11
201100147,5,1,1,1,1,1,0,1,2,2,2,12.1710722144455,3,1,11
201100148,2,0,-2,0,1,0,0,3,2,2,3,10.3089859934221,2,1,11
201100149,5,1,1,1,1,0,0,4,2,3,4,11.5521557934619,3,1,11
201100150,4,1,0,0,0,1,0,5,3,2,4,9.02653771890043,1,1,11
201100151,4,1,0,0,2,0,1,4,2,2,2,11.9519506636851,3,1,11
201100152,5,1,1,1,2,1,1,5,2,2,4,11.3678220164928,3,1,11
201100153,3,0,-1,0,2,0,1,5,2,2,3,10.9508240905224,3,1,11
201100154,5,1,1,1,3,0,1,2,3,2,3,10.9331248267007,3,1,11
201100155,5,1,1,1,2,1,1,1,2,1,5,11.0285580436134,3,1,11
201100156,5,1,1,1,3,0,1,3,3,2,5,11.3791424335445,3,1,11
201100157,5,1,1,1,0,1,0,5,3,3,4,10.0168608797038,1,1,11
201100158,4,1,0,0,2,0,1,5,1,2,3,10.6782377612977,2,1,11
201100159,4,1,0,0,1,0,0,5,3,3,4,9.39274525863144,1,1,11
201100160,4,1,0,0,1,0,0,5,2,2,2,9.98049488889691,1,1,11
201100161,4,1,0,0,2,1,1,,2,8,,10.0656489181155,2,1,11
201100162,4,1,0,0,3,2,1,3,5,2,4,11.621788838452,3,1,11
201100163,4,1,0,0,1,1,0,5,2,2,3,10.766398604507,2,1,11
201100164,4,1,0,0,2,0,1,3,2,3,2,10.4940758447683,2,1,11
201100165,5,1,1,1,1,0,0,5,2,2,4,9.28739400141847,1,1,11
201100166,5,1,1,1,1,0,0,5,2,2,4,10.0858507751287,2,1,11
201100167,5,1,1,1,2,0,1,4,2,2,2,10.0164967985745,1,1,11
201100168,3,0,-1,0,0,0,0,1,1,1,2,9.88923648676627,1,1,11
201100169,5,1,1,1,1,0,0,4,1,2,3,12.8779987432614,3,1,11
201100170,3,0,-1,0,1,0,0,2,2,2,2,10.0345596736298,2,1,11
201100171,2,0,-2,0,3,0,1,3,2,1,3,11.4403655247658,3,1,11
201100172,4,1,0,0,2,0,1,3,1,2,3,10.99038144825,3,1,11
201100173,5,1,1,1,2,1,1,1,2,3,4,11.1844352867906,3,1,11
201100174,3,0,-1,0,1,0,0,5,2,3,2,10.7567319826926,2,1,11
201100175,3,0,-1,0,2,0,1,3,2,3,2,11.553524509639,3,1,11
201100176,4,1,0,0,2,0,1,5,3,2,4,10.8197982842103,2,1,11
201100177,5,1,1,1,2,0,1,3,5,2,5,11.5492670373727,3,1,11
201100178,3,0,-1,0,2,1,1,3,4,3,4,9.04793908261736,1,1,11
201100179,5,1,1,1,2,0,1,4,2,2,5,10.4913019948302,2,1,11
201100180,4,1,0,0,2,0,1,2,2,2,3,10.8551647330805,2,1,11
201100181,4,1,0,0,1,0,0,4,3,2,2,11.1019602590165,3,1,11
201100182,5,1,1,1,3,2,1,5,3,2,4,9.99884318585288,1,1,11
201100183,5,1,1,1,2,1,1,5,3,1,5,10.4163411186364,2,1,11
201100184,5,1,1,1,1,0,0,4,3,2,4,10.0345596736298,2,1,11
201100185,4,1,0,0,3,2,1,5,4,3,4,11.4328100853853,3,1,11
201100186,4,1,0,0,1,1,0,5,1,2,2,10.9870031237248,3,1,11
201100187,4,1,0,0,2,2,1,3,2,2,2,11.8899287252123,3,1,11
201100188,4,1,0,0,2,0,1,3,4,1,2,12.5972393502702,3,1,11
201100189,5,1,1,1,2,0,1,2,1,3,5,10.5427327759467,2,1,11
201100190,4,1,0,0,2,0,1,5,1,2,3,10.4913019948302,2,1,11
201100191,5,1,1,1,2,0,1,4,2,2,3,11.5008630051422,3,1,11
201100192,5,1,1,1,2,0,1,5,3,2,4,10.7789771230064,2,1,11
201100193,4,1,0,0,1,0,0,5,2,3,3,9.37593955262575,1,1,11
201100194,4,1,0,0,1,0,0,4,2,2,3,12.1172468962895,3,1,11
201100195,5,1,1,1,2,1,1,3,5,2,3,12.0335093219319,3,1,11
201100196,5,1,1,1,1,0,0,4,3,2,4,10.5966597327836,2,1,11
201100197,5,1,1,1,2,0,1,4,3,1,2,10.7995959850478,2,1,11
201100198,4,1,0,0,1,0,0,5,3,2,3,10.1346389552519,2,1,11
201100199,5,1,1,1,3,1,1,3,3,2,4,10.4133427055477,2,1,11
201100200,4,1,0,0,1,1,0,5,3,2,5,11.1556932229126,3,1,11
201100201,5,1,1,1,1,0,0,3,2,1,3,11.7597933553712,3,1,11
201100202,5,1,1,1,2,0,1,3,2,2,5,9.64218772135847,1,1,11
201100203,5,1,1,1,2,1,1,5,3,5,5,11.7412635015553,3,1,11
201100204,5,1,1,1,2,0,1,2,3,2,5,11.2644769261024,3,1,11
201100205,5,1,1,1,2,0,1,1,4,1,4,11.12285622984,3,1,11
201100206,4,1,0,0,3,0,1,5,2,2,4,11.5898957653227,3,1,11
201100207,5,1,1,1,2,0,1,1,2,1,3,11.4186257744496,3,1,11
201100208,4,1,0,0,3,1,1,4,2,2,4,11.6316104548547,3,1,11
201100209,5,1,1,1,2,0,1,5,2,2,4,11.3095967957791,3,1,11
201100210,5,1,1,1,2,1,1,2,3,2,4,12.1491287123641,3,1,11
201100211,5,1,1,1,1,0,0,2,4,2,3,11.6082447356423,3,1,11
201100212,4,1,0,0,2,0,1,2,3,2,3,12.043559598368,3,1,11
201100213,5,1,1,1,2,0,1,5,2,2,4,11.3095967957791,3,1,11
201100214,4,1,0,0,3,1,1,2,4,2,3,10.8237902258001,2,1,11
201100215,3,0,-1,0,2,0,1,2,2,2,2,12.1362512780334,3,1,11
201100216,4,1,0,0,3,0,1,2,2,1,3,0,1,1,11
201100217,3,0,-1,0,3,2,1,4,3,2,3,10.9682155307592,3,1,11
201100218,5,1,1,1,1,0,0,2,3,2,4,11.8334094065434,3,1,11
201100219,4,1,0,0,3,1,1,3,2,3,4,12.1457970253056,3,1,11
201100220,5,1,1,1,1,1,0,2,2,3,3,13.2342642581691,3,1,11
201100221,5,1,1,1,1,1,0,2,2,2,4,11.8407965316398,3,1,11
201100222,4,1,0,0,2,1,1,3,3,4,3,11.8844959179307,3,1,11
201100223,5,1,1,1,3,1,1,2,3,2,3,11.0943825973386,3,1,11
201100224,5,1,1,1,3,2,1,1,4,2,5,12.0352902557304,3,1,11
201100225,5,1,1,1,2,0,1,1,1,2,5,11.4075760603618,3,1,11
201100226,5,1,1,1,1,1,0,3,2,2,4,9.15915233520675,1,1,11
201100227,5,1,1,1,1,0,0,2,4,1,5,12.3077759818526,3,1,11
201100228,5,1,1,1,1,2,0,5,3,2,4,12.6781528281832,3,1,11
201100229,4,1,0,0,2,0,1,3,4,4,2,11.5129354649202,3,1,11
201100230,5,1,1,1,1,0,0,4,4,3,4,11.2118338856085,3,1,11
201100231,2,0,-2,0,2,0,1,4,2,4,1,11.6994133306336,3,1,11
201100232,4,1,0,0,3,1,1,4,3,3,3,10.9612952076444,3,1,11
201100233,3,0,-1,0,1,2,0,4,2,3,3,11.2203864081095,3,1,11
201100234,4,1,0,0,2,0,1,4,2,3,2,11.002116507732,3,1,11
201100235,4,1,0,0,2,1,1,1,2,2,4,11.1844352867906,3,1,11
201100236,5,1,1,1,2,1,1,3,2,2,3,12.122696471359,3,1,11
201100237,4,1,0,0,1,1,0,2,3,2,4,11.9117082963145,3,1,11
201100238,4,1,0,0,3,1,1,2,2,2,2,12.6111410082786,3,1,11
201100239,5,1,1,1,2,0,1,4,2,2,2,11.1844352867906,3,1,11
201100240,5,1,1,1,2,0,1,5,3,2,3,11.4584036916221,3,1,11
201100241,4,1,0,0,2,0,1,5,3,3,3,0,1,1,11
201100242,4,1,0,0,2,1,1,3,3,4,4,11.6145881520796,3,1,11
201100243,2,0,-2,0,3,0,1,4,2,2,2,11.5118187590471,3,1,11
201100244,4,1,0,0,1,0,0,3,4,2,2,12.0079935888691,3,1,11
201100245,5,1,1,1,2,0,1,3,2,1,4,12.4292201968364,3,1,11
201100246,4,1,0,0,3,1,1,5,3,3,3,11.4208211409146,3,1,11
201100247,4,1,0,0,3,0,1,4,2,2,4,11.8143955598828,3,1,11
201100248,5,1,1,1,3,1,1,3,2,3,4,12.0229230585138,3,1,11
201100249,5,1,1,1,3,1,1,5,4,2,4,11.3527684498377,3,1,11
201100250,5,1,1,1,3,1,1,5,2,2,2,11.661354090741,3,1,11
201100251,5,1,1,1,1,0,0,3,2,2,4,11.2644769261024,3,1,11
201100252,5,1,1,1,3,1,1,4,1,2,4,12.8531785053863,3,1,11
201100253,4,1,0,0,2,0,1,3,2,2,2,11.2279198077219,3,1,11
201100254,5,1,1,1,2,0,1,1,4,3,3,11.2118338856085,3,1,11
201100255,4,1,0,0,3,0,1,3,4,3,3,10.9048540979988,2,1,11
201100256,5,1,1,1,2,0,1,4,3,2,4,12.3709988548909,3,1,11
201100257,5,1,1,1,2,0,1,5,5,3,5,11.470654504539,3,1,11
201100258,4,1,0,0,2,0,1,3,2,2,3,11.9250417382917,3,1,11
201100259,5,1,1,1,1,0,0,3,4,3,4,12.9945322786191,3,1,11
201100260,2,0,-2,0,1,0,0,3,2,2,2,12.386079415897,3,1,11
201100261,5,1,1,1,2,0,1,2,2,2,3,10.8967578438935,2,1,11
201100262,4,1,0,0,2,0,1,4,2,2,4,10.7893396952697,2,1,11
201100263,5,1,1,1,1,1,0,2,4,1,4,12.54397600047,3,1,11
201100264,4,1,0,0,1,0,0,5,2,9,4,6.90875477931522,1,1,11
201100265,5,1,1,1,3,0,1,3,4,2,5,13.3212158754924,3,1,11
201100266,4,1,0,0,2,0,1,4,3,2,4,10.4913019948302,2,1,11
201100267,4,1,0,0,3,1,1,4,4,2,2,11.0509058782636,3,1,11
201100268,2,0,-2,0,1,0,0,3,3,2,3,10.766398604507,2,1,11
201100269,3,0,-1,0,1,0,0,5,3,9,3,9.39274525863144,1,1,11
201100270,5,1,1,1,2,0,1,,2,2,5,0,1,1,11
201100271,4,1,0,0,1,0,0,3,2,2,4,10.463131911492,2,1,11
201100272,4,1,0,0,2,0,1,4,2,2,3,11.3385839825165,3,1,11
201100273,5,1,1,1,3,1,1,5,3,2,5,0,1,1,11
201100274,5,1,1,1,2,1,1,4,5,2,4,13.9844099390203,3,1,11
201100275,5,1,1,1,2,0,1,5,2,2,3,12.5658462835537,3,1,11
201100276,5,1,1,1,2,1,1,3,2,4,4,12.4332122021697,3,1,11
201100277,4,1,0,0,2,0,1,5,2,2,2,11.2634507719096,3,1,11
201100278,4,1,0,0,3,2,1,5,2,2,3,11.3095967957791,3,1,11
201100279,4,1,0,0,1,0,0,2,3,2,4,4.61512051684126,1,1,11
201100280,4,1,0,0,2,2,1,4,2,1,4,11.3736748918235,3,1,11
201100281,2,0,-2,0,2,0,1,1,2,2,3,0,1,1,11
201100282,5,1,1,1,2,0,1,2,4,2,5,12.5595459697497,3,1,11
201100283,4,1,0,0,2,1,1,2,3,2,3,12.963369990577,3,1,11
201100284,5,1,1,1,3,1,1,4,2,1,4,11.3314155786826,3,1,11
201100285,4,1,0,0,2,0,1,3,2,2,4,11.3873735797991,3,1,11
201100286,2,0,-2,0,3,0,1,1,2,2,2,11.002116507732,3,1,11
201100287,2,0,-2,0,3,0,1,1,2,2,2,10.7789771230064,2,1,11
201100288,4,1,0,0,2,0,1,5,4,3,3,11.1331427233868,3,1,11
201100289,5,1,1,1,2,0,1,3,2,2,4,10.5187002182882,2,1,11
201100290,4,1,0,0,2,0,1,4,4,1,4,11.4208211409146,3,1,11
201100291,4,1,0,0,1,0,0,5,3,2,2,8.00670084544037,1,1,11
201100292,4,1,0,0,2,0,1,4,2,2,4,11.1676284038758,3,1,11
201100293,5,1,1,1,0,0,0,5,4,4,4,9.61587214452889,1,1,11
201100294,5,1,1,1,2,1,1,5,2,2,4,10.0948101448605,2,1,11
201100295,5,1,1,1,1,0,0,3,3,3,4,10.9239651428518,3,1,11
201100296,5,1,1,1,3,1,1,3,3,2,4,10.8512963311268,2,1,11
201100297,2,0,-2,0,2,2,1,,1,9,,9.21044036697652,1,1,11
201100298,5,1,1,1,2,0,1,5,9,2,5,11.3667545287992,3,1,11
201100299,4,1,0,0,2,0,1,5,4,2,4,9.57505292759738,1,1,11
201100300,4,1,0,0,3,0,1,5,2,2,4,11.1360623908672,3,1,11
201100301,4,1,0,0,2,0,1,5,2,2,4,10.348205424566,2,1,11
201100302,2,0,-2,0,3,0,1,5,2,2,4,10.935265353017,3,1,11
201100303,2,0,-2,0,3,1,1,5,2,2,2,10.6919676399149,2,1,11
201100304,5,1,1,1,3,0,1,3,3,2,5,10.4223111074132,2,1,11
201100305,4,1,0,0,3,0,1,3,4,2,4,11.0974251724089,3,1,11
201100306,4,1,0,0,0,1,0,2,2,2,3,11.3907691303672,3,1,11
201100307,4,1,0,0,2,0,1,1,2,2,3,11.164799587687,3,1,11
201100308,4,1,0,0,3,1,1,4,2,2,4,11.8981946684588,3,1,11
201100309,5,1,1,1,2,0,1,5,2,5,3,11.3667545287992,3,1,11
201100310,2,0,-2,0,2,0,1,5,2,2,2,11.3782620032258,3,1,11
201100311,4,1,0,0,2,1,1,5,2,9,,11.4876179133436,3,1,11
201100312,5,1,1,1,3,0,1,3,3,2,4,11.7905647772974,3,1,11
201100313,5,1,1,1,2,0,1,5,2,2,4,11.9137196814285,3,1,11
201100314,5,1,1,1,3,0,1,3,2,9,5,12.9831036089188,3,1,11
201100315,4,1,0,0,2,0,1,3,4,9,3,12.4472882835009,3,1,11
201100316,5,1,1,1,2,1,1,2,2,2,2,10.0301642553626,1,1,11
201100317,4,1,0,0,3,0,1,5,3,2,4,11.7519502394255,3,1,11
201100318,,,,,1,0,0,5,9,2,,11.2539639592345,3,1,11
201100319,2,0,-2,0,2,2,1,4,2,2,3,11.6952553550628,3,1,11
201100320,4,1,0,0,2,0,1,4,2,2,4,11.3385839825165,3,1,11
201100321,5,1,1,1,2,0,1,4,1,2,4,11.2833418851791,3,1,11
201100322,4,1,0,0,3,0,1,4,2,2,4,11.6386854885791,3,1,11
201100323,4,1,0,0,1,0,0,5,2,3,4,11.1913556338511,3,1,11
201100324,5,1,1,1,3,0,1,5,4,2,5,11.6647964053079,3,1,11
201100325,4,1,0,0,3,2,1,2,3,3,3,11.7947981958258,3,1,11
201100326,5,1,1,1,2,1,1,4,2,2,4,11.4783443721139,3,1,11
201100327,4,1,0,0,2,1,1,5,4,2,4,11.3702206967275,3,1,11
201100328,2,0,-2,0,2,0,1,3,2,2,2,12.1495075850331,3,1,11
201100329,4,1,0,0,2,0,1,4,1,2,4,10.6066098161182,2,1,11
201100330,5,1,1,1,1,0,0,3,3,2,4,11.6114945333694,3,1,11
201100331,5,1,1,1,2,0,1,5,2,2,2,10.5321228782696,2,1,11
201100332,4,1,0,0,1,0,0,5,2,2,4,11.5981944916153,3,1,11
201100333,5,1,1,1,2,0,1,3,3,3,4,11.9336141048499,3,1,11
201100334,5,1,1,1,2,0,1,5,2,3,4,10.7955880456091,2,1,11
201100335,4,1,0,0,3,0,1,3,2,3,4,11.970356641103,3,1,11
201100336,5,1,1,1,2,1,1,5,9,2,3,10.6965026922443,2,1,11
201100337,2,0,-2,0,2,0,1,3,2,4,2,10.7579241570616,2,1,11
201100338,5,1,1,1,2,1,1,3,2,2,4,11.5244139841109,3,1,11
201100339,4,1,0,0,2,0,1,4,3,2,4,10.7955060834346,2,1,11
201100340,4,1,0,0,3,1,1,4,1,2,4,11.2644769261024,3,1,11
201100341,4,1,0,0,3,2,1,5,3,2,4,11.3907691303672,3,1,11
201100342,4,1,0,0,2,1,1,2,4,2,3,11.5617251529038,3,1,11
201100343,5,1,1,1,2,0,1,5,2,2,2,10.5321228782696,2,1,11
201100344,5,1,1,1,3,1,1,3,2,2,3,11.8458270486766,3,1,11
201100345,4,1,0,0,1,1,0,3,2,2,3,10.463131911492,2,1,11
201100346,5,1,1,1,3,0,1,5,4,2,5,11.5559945329289,3,1,11
201100347,5,1,1,1,1,0,0,,4,2,5,11.3736748918235,3,1,11
201100348,4,1,0,0,2,1,1,4,4,2,4,10.3859445655017,2,1,11
201100349,5,1,1,1,1,0,0,,4,2,5,11.38282816908,3,1,11
