quarter,report_title,report_quarter,report_date,article_url,pdf_url,pdf_path,pdf_sha256,price_sentiment_index,infl_exp_index,income_sentiment_index,income_confidence_index,employment_sentiment_index,employment_expectation_index,price_up_share,price_same_share,price_down_share,price_uncertain_share,infl_exp_index_alt,pi_baseline,mu_cp,sigma_cp,mu_cp_lower,mu_cp_upper,delta_used,effective_sample_share,epu_qavg,gpr_qavg,CPI_YoY,Consumer_Confidence_Index,Ind_Value_Added_YoY,M2_YoY,PPI_YoY,Real_Estate_Climate_Index,CPI_MoM_Idx,CPI_MoM,CPI_Level,CPI_YoY_dup1,PPI_MoM_Idx,PPI_MoM,PPI_Level,PPI_YoY_Rate,CPI_QoQ_Ann,CPI_YoY_from_Level,GDP_level,GDP_yoy_pct,Food_CPI_YoY_qavg,CPI_YoY_rate,PPI_YoY_rate,mu_alt_index,CPI_QoQ_Ann_lead1,CPI_YoY_rate_lead1,FE_next_cp,FR_cp,FE_next_index,FR_index,msi_raw,media_congestion_iv,sample_main
2016Q1,2016年第一季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212543523694/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212543523694/2016033116030448392.pdf,data\raw\pboc_depositor_survey\pdfs\2016年第一季度城镇储户问卷调查报告.pdf,4c81d7344431a2ac22f097a2cc1d8ec1bc233c439af78bb9585c9f43ae42f0c3,25.2,57.3,46.2,48.4,37.6,44.8,52.7,51.6,11.9,14.2,57.3,0.554956706666658,1.41975570492077,1.25648635253297,1.17325643875736,1.64344066366735,0.5,0.858,130.253815366667,110.5603612264,100.554956706667,49.5333333333333,2.26666666666667,13.5666666666667,95.1656666666667,93.925,100.554956706667,0.554956706666668,141.601784900638,2.20507686798084,95.1656666666667,-4.83433333333334,891.109253569818,-47.965186084645,6.82457699206285,2.37435306537779,165735.3,7.50067781702701,6.55603053653825,0.554956706666658,-4.83433333333335,57.3,-3.02449130246684,-0.255501219999999,-4.44424700738761,0.650365059824477,-60.3244913024668,-6.5,-1.07079606756942,-0.483075482240119,1
2016Q2,2016年第二季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212543773802/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212543773802/2016062414421222688.pdf,data\raw\pboc_depositor_survey\pdfs\2016年第二季度城镇储户问卷调查报告.pdf,6aeb4d4e14e559e392525b61b0fcd528bfc908b49311c628e79ba4b10b66f354,25,60.6,45.3,48.8,37,45,53.4,51.6,8.6,14.7,60.6,-0.255501219999999,0.580794952449935,1.04652453147386,0.37706403058308,0.770012519851637,0.5,0.853,138.080484033333,87.9073333740234,99.74449878,50.0666666666667,6.06666666666667,12.1333333333333,97.0729,96.6066666666667,99.74449878,-0.255501219999999,140.518739155979,2.17578635459093,97.0729,-2.9271,815.112146966807,-46.1640962149288,-3.02449130246684,1.99892729120312,185002.2,7.63012909644127,5.39372368714943,-0.255501219999999,-2.9271,60.6,3.76822922881763,0.309066900000005,3.1874342763677,-0.838960752470835,-56.8317707711824,3.3,-0.638543019604648,0.387778281085327,1
2016Q3,2016年第三季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212543919721/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212543919721/2016091809234160729.pdf,data\raw\pboc_depositor_survey\pdfs\2016年第三季度城镇储户问卷调查报告.pdf,d7e45a0a7c2938fb55cfa82a390d4eb842bbfe22b8dcbde19e7b78e174d2fafb,26.7,62.6,46.1,49.8,37.1,46.2,26.7,50,7.1,11.4,62.6,0.309066900000005,0.538626239266733,0.519569538980714,0.399479336809435,0.638081825053548,0.5,0.886,125.429933033333,105.964721679688,100.3090669,50.2333333333333,6.13333333333333,11.0333333333333,99.2,100.433333333333,100.3090669,0.3090669,141.824201062022,1.7877464631435,99.2,-0.800000000000002,795.640043743169,-39.5002662060538,3.76822922881763,2.02594675915482,194837.5,8.17172231422945,2.70482149482184,0.309066900000005,-0.799999999999997,62.6,0.996471638528718,0.0827705633333267,0.457845399261985,-0.0421687131832019,-61.6035283614713,2,-0.467049955916967,-0.306404618626548,1
2016Q4,2016年第四季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212544286565/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212544286565/2016122914284392008.pdf,data\raw\pboc_depositor_survey\pdfs\2016年第四季度城镇储户问卷调查报告.pdf,a0283d145cdd2ba28923f3cf81f06d408f3a3de73e07069b232afaf4d50e0a33,29.2,67.6,51.9,54.9,40.1,49.4,44.4,46.2,5.9,13,67.6,0.0827705633333267,0.60045668217411,0.681978478093188,0.445023848592685,0.718292522933093,0.5,0.87,123.491239133333,90.282335917155,100.082770563333,51.4333333333333,6.1,11.4333333333333,103.333333333333,100.866666666667,100.082770563333,0.0827705633333314,142.176197933273,2.21475260665739,103.333333333333,3.33333333333333,877.505659723225,-23.4872989557657,0.996471638528718,2.07654544998652,215617.9,9.82176327734723,3.28448723658921,0.0827705633333267,3.33333333333333,67.6,2.05332079801623,0.171242140000004,1.45286411584212,0.0618304429073769,-65.5466792019838,4.99999999999999,0.116109435443534,0.296475700429354,1
2017Q1,2017年第三季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212544670376/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212544670376/2017091514494629299.pdf,data\raw\pboc_depositor_survey\pdfs\2017年第三季度城镇储户问卷调查报告.pdf,3347c9c43b4a77610527e0e902603bbeb2aa9c5f8d2e65d92a5cf81b71b0a6b1,,61.5,52.6,52.9,41.8,51.1,52.8,86.6,53.3,11.5,52.6,0.171242140000004,0.18575069768793,-1.98497972057378,0.515204758532013,-0.144442668979005,0.5,0.885,277.163403133333,105.34782409668,100.17124214,51.5666666666667,2.53333333333333,11,107.433333333333,100.88,100.17124214,0.171242139999999,142.9004779863,1.42273717509721,107.433333333333,7.43333333333333,1088.07457842757,8.82038467657362,2.05332079801623,0.917144573123152,185274.4,11.7893411964741,-1.82030742929891,0.171242140000004,7.43333333333334,61.5,-0.78100291379184,-0.0652728066666697,-0.96675361147977,-0.41470598448618,-62.2810029137918,-6.09999999999999,0.191709950100528,-0.282689131882361,1
2017Q2,2017年第四季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212544863152/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212544863152/2017121915144740386.pdf,data\raw\pboc_depositor_survey\pdfs\2017年第四季度城镇储户问卷调查报告.pdf,3e685f75e957f6be2d5b3cb25ddba31ad7ecb27ba54d22025607ab912c6e695b,,61.3,51.3,52.9,41.9,50.7,53.6,88.9,54.9,9.6,51.3,-0.0652728066666697,-0.0285851063072492,-1.97100742613288,0.239231713508732,-0.29775632604754,0.5,0.904,177.535950466667,116.276301066081,99.9347271933333,51.3666666666667,6.86666666666667,9.83333333333333,105.8,101.26,99.9347271933333,-0.065272806666665,142.620642853125,1.39289350048586,105.8,5.8,1288.56167694422,46.1651175233418,-0.78100291379184,1.49581736199114,205665.6,11.1692725816233,-1.99895202946677,-0.0652728066666697,5.8,61.3,4.32630387036728,0.353732899999997,4.35488897667453,-0.214335803995179,-56.9736961296327,-0.200000000000003,-0.350252961865508,-0.702814218834921,1
2017Q3,2018年第一季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212545078219/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212545078219/2018031510381536624.pdf,data\raw\pboc_depositor_survey\pdfs\2018年第一季度城镇储户问卷调查报告.pdf,0ccfaa2587afc38762fe048411e1793701c1e5a92c3196e0193c285917dee249,,61.2,52.8,53.3,42.6,50.8,55.4,89.2,54.2,26.4,52.8,0.353732899999997,0.334445897870507,-0.760229753739221,0.717826321552711,-0.0421720250927879,0.5,0.736,199.770258166667,118.959841410319,100.3537329,51.8333333333333,6.33333333333333,9.1,106.233333333333,101.426666666667,100.3537329,0.353732900000002,144.138781040617,1.60198601276985,106.233333333333,6.23333333333333,1544.78712168562,81.8751548689696,4.32630387036728,1.63200635805671,216755.3,11.2492718290883,-0.83840565440693,0.353732899999997,6.23333333333333,61.2,1.85865553535827,0.153675100000001,1.52420963748776,0.363031004177756,-59.3413444646417,-0.0999999999999943,-0.246461410870888,-0.805977964672563,1
2017Q4,2018年第二季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212545269474/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212545269474/2018061516195265615.pdf,data\raw\pboc_depositor_survey\pdfs\2018年第二季度城镇储户问卷调查报告.pdf,0e74418101556dc0bbd1e5c199a883719986678638a164c428b4ec34075457b6,,64.3,53.6,54.9,44.9,53.4,53.2,27.7,8.1,10.5,53.6,0.153675100000001,0.871115185310824,0.910123136895129,0.752511698327832,0.988099081165417,0.5,0.895,172.085197833333,88.9252802530925,100.1536751,51.6666666666667,6.16666666666667,8.7,105.866666666667,101.613333333333,100.1536751,0.153675100000001,144.803923669045,1.81705288779503,105.866666666667,5.86666666666667,1832.76803308651,108.003023368134,1.85865553535827,1.84821775653725,239687.6,11.1631269945584,-0.598313632914745,0.153675100000001,5.86666666666667,64.3,2.89131520299648,0.242901019999991,2.02020001768566,0.536669287440317,-61.4086847970035,3.09999999999999,-0.022659849119898,0.348645195818332,1
2018Q1,2018年第三季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212545331442/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212545331442/2018091415131475925.pdf,data\raw\pboc_depositor_survey\pdfs\2018年第三季度城镇储户问卷调查报告.pdf,116e2d7560b2ab72ce1ca15aaaff593226ef7a922497050a9d38f2f5577638f0,,59.6,55.4,54.2,45.8,54.1,53.6,31.8,7.2,10.3,55.4,0.242901019999991,0.956522235772268,0.864849719480828,0.849935438145627,1.0648019003208,0.5,0.897,222.939362066667,89.62681833903,100.24290102,51.0333333333333,2,8.53333333333333,103.711533333333,101.603333333333,100.24290102,0.24290102,145.839447210366,2.14283628073998,103.711533333333,3.71153333333333,2044.43486383569,95.9464451670832,2.89131520299648,2.05665457910325,205735.3,11.0435656518116,2.05293475557954,0.242901019999991,3.71153333333332,59.6,-1.78919671845554,-0.150311860000002,-2.74571895422781,0.085407050461444,-61.3891967184556,-4.7,-0.315780495440285,0.321675861465498,1
2018Q2,2018年第四季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212545599184/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212545599184/2018122414244782739.pdf,data\raw\pboc_depositor_survey\pdfs\2018年第四季度城镇储户问卷调查报告.pdf,aac3fd20854c8372596e52086b31f72f61536e8a1e52556d3df5368d095fc7dc,,61,53.2,53.5,45,52.3,53.5,54.4,7,10,53.2,-0.150311860000002,0.55202107508113,0.84660657314034,0.451088079733023,0.654929197125304,0.5,0.9,218.5425772,117.632893880208,99.84968814,51.6,6.6,8.2,104.066666666667,101.543333333333,99.84968814,-0.150311860000002,145.182685450544,1.75818358049952,104.066666666667,4.06666666666667,2304.04643960226,80.5261452787198,-1.78919671845554,1.7964037646764,228042.4,10.8801860884854,0.414275863192456,-0.150311860000002,4.06666666666666,61,6.88464164970837,0.556529633333341,6.33262057462724,-0.404501160691138,-54.1153583502916,1.4,-0.172543000593691,-0.754965920814105,1
2018Q3,2019年第一季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212545785161/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212545785161/2019032214441685366.pdf,data\raw\pboc_depositor_survey\pdfs\2019年第一季度城镇储户问卷调查报告.pdf,eb84afe40b56680806e45681b4559e58b21a98525d932c07b00bd11e1cee4402,,63.7,53.6,52.7,44.2,51.6,54.8,89.7,54,10.5,53.6,0.556529633333341,0.535279983886558,-1.82706209235155,0.811619470270621,0.259891793371026,0.5,0.895,326.412099233333,99.2746734619141,100.556529633333,51.1,5.96666666666667,8.33333333333333,104.1,101.95,100.556529633333,0.556529633333336,147.61947338084,2.22085278579224,104.1,4.09999999999999,2599.16229224432,73.0497276598836,6.88464164970837,2.41482015810979,238796.8,10.1688401621552,1.98309983159946,0.556529633333341,4.09999999999998,63.7,-0.551781893725489,-0.0458529333333217,-1.08706187761205,-0.016741091194572,-64.2517818937255,2.7,0.708914726983875,-0.0492180868638398,1
2018Q4,2019年第二季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212545951844/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212545951844/2019062014520535917.pdf,data\raw\pboc_depositor_survey\pdfs\2019年第二季度城镇储户问卷调查报告.pdf,47bf163f163271c30f284413c117eccc51b3463223b87ca259713a1436832a22,,64.3,53.5,54.4,45.5,53.3,53,29.2,7.6,10.4,53.5,-0.0458529333333217,0.656836437197653,0.875732605444009,0.543743888304679,0.768325836644229,0.5,0.896,343.358449833333,87.6772435506185,99.9541470666667,49.8666666666667,5.66666666666667,8.03333333333333,102.3,101.903333333333,99.9541470666667,-0.0458529333333312,147.415416281392,2.13554657938931,102.3,2.3,2782.2447343318,57.4056230292198,-0.551781893725489,1.80346812860919,263435.6,9.90789677897395,2.86708602336631,-0.0458529333333217,2.3,64.3,4.58126533796106,0.375562366666671,3.92442890076341,0.121556453311095,-59.718734662039,0.599999999999994,0.86825400478459,0.396623658838839,1
2019Q1,2019年第三季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212550091819/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212550091819/2019092310593474518.pdf,data\raw\pboc_depositor_survey\pdfs\2019年第三季度城镇储户问卷调查报告.pdf,94bd06cb97f65d80ca2677530b92dfa283bc44b35c0caf2c6bd1a413a5ab616d,,60.4,54.8,54,45.8,53.7,54.1,19.4,53.4,9.8,54.8,0.375562366666671,0.354929708380842,-2.0596827749126,0.641635135820851,0.0690008556444208,0.5,0.902,313.078659042545,88.8508529663086,100.375562366667,49.7333333333333,2.83333333333333,8.33333333333333,100.2,100.675,100.375562366667,0.375562366666666,149.075534856657,1.77731051797851,100.2,0.199999999999998,2798.96325406938,41.0463240953105,4.58126533796106,2.21893850271082,221453.9,7.6402056428819,2.39842727586648,0.375562366666671,0.200000000000003,60.4,0.000388784813143417,6.42433333268855e-05,-0.354540923567699,-0.301906728816811,-60.3996112151869,-3.9,0.248017048384501,0.351506415219651,1
2019Q2,2019年第四季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212550384632/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212550384632/2019122315453143868.pdf,data\raw\pboc_depositor_survey\pdfs\2019年第四季度城镇储户问卷调查报告.pdf,f115feb073fbe929310d235769b066609be1802c71ee2f3ac542e8704cbc9b95,,62,53,52.6,44.2,52.3,52.6,53.1,9.2,10.3,53,6.42433333268855e-05,0.708202218465266,0.953485199226963,0.582162224467596,0.829489841004665,0.5,0.897,444.529600098102,97.4379348754883,100.000064243333,49.6333333333333,5.56666666666667,8.5,100.5,100.886666666667,100.000064243333,6.42433333316224e-05,149.075679752206,2.6414000243712,100.5,0.5,2841.09884689614,28.6700186817614,0.000388784813143417,2.68144530429399,246193.9,7.95970398487298,7.49526383240633,6.42433333268855e-05,0.5,62,8.31407285527872,0.667951566666659,7.60587063681345,0.353272510084424,-53.6859271447213,1.6,1.12162482680225,0.021391931393219,1
2019Q3,2020年第一季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212550672513/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212550672513/2020042809145165127.pdf,data\raw\pboc_depositor_survey\pdfs\2020年第一季度城镇储户问卷调查报告.pdf,7bffd7f6706da1bf6be94861eb5154a308574fa024a1005eba96f1c217bc4f07,,65.4,54.1,53.4,45.4,52.6,10.7,44.5,10.4,13.1,54.1,0.667951566666659,0.671615348143901,0.428067476122857,0.535602844423717,0.806485797995734,0.5,0.869,373.094311052839,95.7645543416341,100.667951566667,49.6666666666667,5,8.23333333333333,99.2333333333333,100.973333333333,100.667951566667,0.667951566666664,152.082071697827,2.88305084577832,99.2333333333333,-0.766666666666666,2776.19596660118,12.1147459181882,8.31407285527872,3.02304175376278,256023.2,7.21383201114925,10.2255244365366,0.667951566666659,-0.766666666666666,65.4,5.09434762745362,0.41560441,4.42273227930972,-0.036586870321365,-60.3056523725464,3.40000000000001,1.1534450043722,0.0857219514187575,1
2019Q4,2020年第二季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212550741232/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212550741232/2020070214330379437.pdf,data\raw\pboc_depositor_survey\pdfs\2020年第二季度城镇储户问卷调查报告.pdf,b8e2d35ee4a2de86dbb968f73f0ef610bbc90cd7bafc60154450c789498fa811,,64.4,52.6,53.1,44.5,51.9,46.1,13.8,21.7,47.9,52.6,0.41560441,-0.297647831865505,-1.01144916183877,1.15153461644446,-1.09728609550271,0.5,0.521,322.731899264676,81.7316691080729,100.41560441,49.9,5.93333333333333,8.43333333333333,98.8333333333333,101.143333333333,100.41560441,0.41560441,153.983029439405,4.2328999332748,98.8333333333333,-1.16666666666667,2680.06429572216,-1.4150629752328,5.09434762745362,4.45517390493009,282201.4,7.12348672692682,17.4041625180659,0.41560441,-1.16666666666667,64.4,3.84189884254027,0.32094433666667,4.13954667440578,-0.969263180009406,-60.5581011574597,-1,0.77282554075948,0.625190273075321,1
2020Q1,2020年第三季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212550957473/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212550957473/2020092914354089442.pdf,data\raw\pboc_depositor_survey\pdfs\2020年第三季度城镇储户问卷调查报告.pdf,f27d7b5bc38310591f021df7e11024205566339115749f8402329f68a05b3c8f,,63.2,41.6,45.9,37.7,47.3,49.3,15.8,17.1,49.2,41.6,0.32094433666667,-0.466711739531343,-0.682099705044112,0.864473347816741,-0.958008650812797,0.5,0.508,221.810193951659,98.6388448079427,100.320944336667,45.9,-0.366666666666667,9.1,99.4,97.785,100.320944336667,0.320944336666666,155.441155092199,4.94313609245774,99.4,-0.600000000000004,2631.93318183915,-4.59796832397534,3.84189884254027,4.27006365710019,209671.1,-5.3206559017475,20.2993459665411,0.32094433666667,-0.600000000000009,63.2,-6.6793819032025,-0.57376829333333,-6.21267016367115,-0.169063907665838,-69.8793819032025,-1.2,0.10548151824844,-0.0247748301058684,1
2020Q2,2020年第四季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212551295746/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212551295746/2021011917160627490.pdf,data\raw\pboc_depositor_survey\pdfs\2020年第四季度城镇储户问卷调查报告.pdf,55d6c7bda2f8911bd7f3094366096492a131fd6e62b1a908ec7ed25410b8412b,,58.3,46.1,47.9,37.5,50.1,50.6,15.3,14,51.2,46.1,-0.57376829333333,,,,,0.5,0.488,417.260318552575,69.6914927164714,99.4262317066667,50.7666666666667,4.36666666666667,11.1,96.7333333333333,99.3533333333333,99.4262317066667,-0.573768293333335,152.777857914152,2.73771271801369,96.7333333333333,-3.26666666666667,2382.30113624864,-13.1330587119801,-6.6793819032025,2.48342195594886,253450,2.94731104223136,12.2700245495331,-0.57376829333333,-3.26666666666667,58.3,5.11202758724436,0.416457833333325,,,-53.1879724127556,-4.90000000000001,0.54077742423499,1.0880525884381,0
2020Q3,2021年第一季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212551418933/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212551418933/2021032511483074121.pdf,data\raw\pboc_depositor_survey\pdfs\2021年第一季度城镇储户问卷调查报告.pdf,02d9cdff633d8326fa09a57f2efc1de25b4969ae45e0500ab6b6299d4004c28e,,62.2,49.3,49.2,39.7,50.4,16.4,53.7,10.1,11.9,49.3,0.416457833333325,0.490474749914738,0.477470890178656,0.357624503755245,0.606184200509195,0.5,0.881,423.231897909074,70.7722371419271,100.416457833333,51.2,5.76666666666667,10.6666666666667,97.8333333333333,100.283333333333,100.416457833333,0.41645783333333,154.694018008375,2.2629692711365,97.8333333333333,-2.16666666666667,2230.77229959232,-18.8229878350964,5.11202758724436,1.71745839689612,269910.2,5.42411781432308,10.8907132875182,0.416457833333325,-2.16666666666667,62.2,-0.815444112709995,-0.0666666666666629,-1.30591886262473,,-63.01544411271,3.90000000000001,1.03457010473351,1.04650536763237,0
2020Q4,2021年第二季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212551647544/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212551647544/2021070514353693786.pdf,data\raw\pboc_depositor_survey\pdfs\2021年第二季度城镇储户问卷调查报告.pdf,b7fd8e9f42c56d75c6e7da2ead7cdf1709b852cd5ec8df775cf2445cecc60c25,,61.6,50.6,51.2,41.4,51.2,14.9,55.5,8.1,12.2,50.6,-0.0666666666666629,0.0147542738854242,0.438148468186171,-0.122706690149265,0.129677766288435,0.5,0.878,499.249477864552,70.0726420084636,99.9333333333333,51.8,7.06666666666667,10.4333333333333,98.6666666666667,100.603333333333,99.9333333333333,-0.0666666666666629,154.377688232994,0.108551470060136,98.6666666666667,-1.33333333333333,2142.56252132104,-20.0820387494665,-0.815444112709995,0.256300187771785,301836.2,6.95772593615764,0.61407076940961,-0.0666666666666629,-1.33333333333333,61.6,4.46474319845234,0.366666666666674,4.44998892456691,-0.475720476029314,-57.1352568015477,-0.600000000000001,1.3588022700983,1.07340000877046,1
2021Q1,2021年第三季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212551869016/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212551869016/2021100814471932226.pdf,data\raw\pboc_depositor_survey\pdfs\2021年第三季度城镇储户问卷调查报告.pdf,66c5b0f87b5f20011a6796d4d5d8fd052531fbdc43a0b6350e4fc4179814c880,,58.4,51.7,51,43.9,53.1,13.8,57.3,8,11.7,51.7,0.366666666666674,0.436380772322972,0.426092106603708,0.305648234384325,0.547448323241978,0.5,0.883,306.022082798412,76.6647567749024,100.366666666667,51.2666666666667,4.7,9.63333333333333,102.133333333333,101.35,100.366666666667,0.366666666666665,156.072708936486,-0.0184459993388675,102.133333333333,2.13333333333334,2281.68605630324,-17.1367693706729,4.46474319845234,0.406297704049186,255055.2,21.645376973746,-0.657780218089336,0.366666666666674,2.13333333333333,58.4,-3.54157816980345,-0.299999999999997,-3.97795894212642,0.421626498437548,-61.9415781698035,-3.2,-0.0259867837824059,0.819978347435051,1
2021Q2,2021年第四季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212552247339/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212552247339/2021123016430581471.pdf,data\raw\pboc_depositor_survey\pdfs\2021年第四季度城镇储户问卷调查报告.pdf,6d32ec38a8684cb461f5567fd097cf2b608d9c91c76ef97c8b5874d862ded2a0,,59.5,51.2,51,44,52.2,13.6,50.1,7.4,11.3,51.2,-0.299999999999997,-0.225122632621821,0.415860115425173,-0.352695701637092,-0.118998675620748,0.5,0.887,242.084465809454,85.1001586914063,99.7,51,8.96666666666667,8.33333333333333,108.2,101.163333333333,99.7,-0.300000000000002,154.672108700745,1.26568747143323,108.2,8.2,2889.89813258774,8.33568951965459,-3.54157816980345,1.23987259178446,287979.2,13.6236733083448,-0.356270632701972,-0.299999999999997,8.2,59.5,1.61084008871999,0.133333333333326,1.83596272134181,-0.661503404944793,-57.88915991128,1.1,-0.228058088756753,0.495694920423792,1
2021Q3,2022年第一季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212552413140/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212552413140/2022033014390154481.pdf,data\raw\pboc_depositor_survey\pdfs\2022年第一季度城镇储户问卷调查报告.pdf,8f4311135d13e87b71baf0fce0353f2cca915940d1dbcb2770f65b5cf53749ec,,58.7,49.7,49.5,40.8,49.4,14.5,56.3,8.4,12.7,49.7,0.133333333333326,0.206730256281354,0.439925594066107,0.0647802307056643,0.327719882895894,0.5,0.873,265.900779811478,76.2014287312826,100.133333333333,50.0333333333333,4.93333333333333,8.26666666666667,109.733333333333,100.98,100.133333333333,0.133333333333331,155.291261151874,0.642550686971055,109.733333333333,9.73333333333333,3818.30637317815,52.6716809733966,1.61084008871999,0.386080309496295,297961.9,10.3929751450668,-5.14795756958666,0.133333333333326,9.73333333333333,58.7,3.23652242746495,0.266666666666666,3.0297921711836,0.431852888903175,-55.4634775725351,-0.799999999999997,-0.199091547326922,0.837790137235071,1
2021Q4,2022年第二季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212552695811/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212552695811/2022062911164315907.pdf,data\raw\pboc_depositor_survey\pdfs\2022年第二季度城镇储户问卷调查报告.pdf,70d41788d4b7c747e16b614289c52dfadb4516cef0be5f307b76166cafcc5cee,,63.8,49.9,50,41.4,49.3,10.8,50.8,9.4,13.2,49.9,0.266666666666666,0.283933641980475,0.418620397146573,0.144728061269537,0.41749960510564,0.5,0.868,307.18212617019,90.3146006266276,100.266666666667,49.8666666666667,3.86666666666667,8.73333333333333,112.233333333333,100.435,100.266666666667,0.26666666666667,156.532801740318,1.73399135516014,112.233333333333,12.2333333333333,5396.79707248825,125.925056751817,3.23652242746495,1.39600063454151,332826.7,10.2673238001274,-0.616108688987438,0.266666666666666,12.2333333333333,63.8,4.07029224215216,0.333333333333329,3.78635860017169,0.077203385699121,-59.7297077578478,5.09999999999999,0.62075085467513,0.295235343341111,1
2022Q1,2022年第三季度城镇储户问卷调查报告,"",,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212552715070/index.html,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212552715070/2022100916173857426.pdf,data\raw\pboc_depositor_survey\pdfs\2022年第三季度城镇储户问卷调查报告.pdf,482dd5f5bbe8e11f3e4a98b41806f9867f79d88820ec3cbde73fbda313d38b8a,,58.7,50.2,50,42.4,50.5,47,35.4,8.6,11.2,50.2,0.333333333333329,0.893237112585261,0.81548027804956,0.751877428647133,1.01197838404481,0.5,0.888,281.71952845884,224.5963083903,100.333333333333,49.9333333333333,1.66666666666667,9.56666666666667,108.733333333333,96.7733333333333,100.333333333333,0.333333333333333,158.101886544963,0.962481737024468,108.733333333333,8.73333333333333,6937.742727272,190.386456255372,4.07029224215216,1.30014890002457,277175.8,8.67286767727142,-3.1624333119197,0.333333333333329,8.73333333333333,58.7,0.799184001727937,0.0666666666666629,-0.0940531108573237,0.609303470604786,-57.9008159982721,-5.09999999999999,-0.116806998182217,-4.86697658319808,1
