quarter,beta_mean,beta_p05,beta_p95
2011Q2,-0.7759317488521273,-1.8219291542791252,0.26519749756016525
2011Q3,-0.9283169901073179,-1.722224126532548,-0.17128809069336623
2011Q4,-0.5991186693385281,-0.9918412681634714,-0.21567479208127954
2012Q1,-0.9438188350587665,-1.4809411112754858,-0.4123165884899753
2012Q2,-0.41136796142279625,-0.9781573592355175,0.156288723640967
2012Q4,-0.2412174157898497,-0.8163849172270137,0.31503089885166785
2013Q1,0.03468692334079617,-0.6929125736486552,0.7852575835241666
2013Q2,-0.18619292681857727,-1.0697733036362982,0.6588733865027196
2013Q3,-0.4247479301810208,-1.1809264138873183,0.2927967931269243
2013Q4,-0.17740587231281585,-0.9763083178773897,0.6013832519732515
2014Q1,0.378315859659609,-0.07015667359035425,0.8083804733044702
2014Q2,0.3725925612362043,-0.4824235727994807,1.2740275758457895
2014Q3,0.1885397816197192,-0.8422165352420127,1.1529272914758186
2014Q4,0.18505367064114903,-0.7127363385551886,1.1159885054537289
2015Q1,0.09231190976870854,-0.5035532827349991,0.689581108502375
2015Q2,0.1765970355735133,-0.5940809592110007,0.9817553586968369
2015Q3,0.06472216748287729,-0.6943424922919262,0.7946492803520416
2015Q4,0.005231194271838122,-0.8036041356582966,0.8433003160923386
2016Q1,-0.13859246573870063,-0.6557350847495675,0.38602734134042366
2016Q2,0.2453465990517475,-0.43512137370568094,0.9154150720005928
2016Q3,-0.05830256918637756,-0.763769811203483,0.634577343850906
2016Q4,-0.2311204169848792,-0.7907957892089458,0.3289950146994867
2017Q1,0.05683982832883064,-0.4883558653738421,0.6139714187980835
2017Q2,0.023015557917633468,-0.9406596902508279,0.9676642106020419
2017Q3,-0.026507435288708775,-1.1491667598442785,1.1049060231120642
2017Q4,0.005476864000596233,-1.1180303944491847,1.1821003719331684
2018Q1,0.049064753765680154,-0.9872598397925,1.0962548586416465
2018Q2,0.06036262347190071,-0.7023787249572923,0.8235116811835558
2018Q3,0.033400369341083896,-0.6053095860772024,0.694419948210649
2018Q4,-0.16920113918378846,-0.9672154968070144,0.6449516996867961
2019Q1,-0.5663294431162863,-1.360912771641525,0.22770278164868946
2019Q2,-0.5552687317430426,-1.4665552448364718,0.3174479260487635
2019Q3,-0.726898484238521,-1.4398078161599068,-0.0037940033095058942
2019Q4,-0.6729474311177679,-1.5237662212618683,0.17885804183964932
2020Q1,-1.1883023044532837,-1.990625919921804,-0.3603476838513931
2020Q2,-1.097386600095306,-2.068563307449994,-0.18172310137028463
2020Q3,-0.9490871190998281,-1.8400755074485229,-0.042601800103739915
2020Q4,-0.8966996464348044,-1.5381896155651646,-0.24539354915175307
2021Q1,-0.8912184125044957,-1.5581541597733182,-0.21951911136780122
2021Q2,-0.6160946080336398,-1.5054912584482076,0.3118093148544045
2021Q3,-0.3498360039959814,-1.253620423133187,0.5546670198903004
2021Q4,0.08307747627117265,-1.0080102141901401,1.2218469564537928
2022Q1,-0.1214579587733481,-0.9874024943690618,0.7726353615169324
2022Q2,-0.07926268282487277,-0.6654745203856091,0.506617462197565
2022Q3,-0.30472583672207515,-0.8977529927914958,0.2652276836066649
2022Q4,-0.06372052406908597,-0.870412448916011,0.795070549653929
2023Q1,0.052220886276014324,-0.9422582772289515,1.005641992761254
2023Q2,0.12868904464174452,-0.7247134293240043,0.988913083527519
2023Q3,0.18954779312852504,-0.5438932715418323,0.923156679345375
2023Q4,-0.043482733142439715,-0.999241097107245,0.8907307125734835
2024Q1,-0.19255573217714111,-1.2224506909248445,0.783405611297384
2024Q2,-0.11845492423236592,-1.1399311851445284,0.9057010626863299
2024Q3,-0.0033452474693033097,-0.8637963589045449,0.8484277657314689
2024Q4,-0.34525747468291357,-1.2088454322747335,0.5322046355951485
2025Q1,-0.7304529859385731,-1.680865371381759,0.2584063187540542
2025Q2,-0.8169470654670037,-2.2306452603107156,0.5673977509548499
